test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_real,A1_real,A2_real,A3_real,B0_real,B1_real,B2_real,B3_real,C0_real,reference_real
6197,35,32,B8,AF,31,A8,27,A6,B2,0.8125,0.625,-1.0,-0.46875,0.5625,-0.25,0.234375,-0.21875,-0.625,-0.4560546875
6198,30,35,97,AB,37,9A,B5,B3,33,0.5,0.8125,-0.05859375,-0.34375,0.9375,-0.078125,-0.8125,-0.6875,0.6875,1.376708984375
6199,AB,B5,8A,26,35,21,29,38,B6,-0.34375,-0.8125,-0.01953125,0.21875,0.8125,0.140625,0.28125,1.0,-0.875,-1.0552978515625
6200,2E,30,36,AC,B5,30,1E,25,26,0.4375,0.5,0.875,-0.375,-0.8125,0.5,0.109375,0.203125,0.21875,0.1328125
6201,A0,B6,2D,B4,A8,37,B2,AE,B4,-0.125,-0.875,0.40625,-0.75,-0.25,0.9375,-0.625,-0.4375,-0.75,-1.46484375
6202,B7,2E,B3,AC,30,21,38,31,34,-0.9375,0.4375,-0.6875,-0.375,0.5,0.140625,1.0,0.5625,0.75,-0.5556640625
6203,B6,B8,B4,31,B7,AA,B3,AB,31,-0.875,-1.0,-0.75,0.5625,-0.9375,-0.3125,-0.6875,-0.34375,0.5625,2.017578125
6204,34,B3,2D,34,B8,AE,2E,AC,30,0.75,-0.6875,0.40625,0.75,-1.0,-0.4375,0.4375,-0.375,0.5,-0.052734375
6205,33,21,36,B2,B6,A4,A3,32,33,0.6875,0.140625,0.875,-0.625,-0.875,-0.1875,-0.171875,0.625,0.6875,-0.4814453125
6206,AE,AC,33,1D,2C,B2,38,B3,B2,-0.4375,-0.375,0.6875,0.1015625,0.375,-0.625,1.0,-0.6875,-0.625,0.06298828125
6207,9A,B5,B7,A1,B6,31,AD,A9,A8,-0.078125,-0.8125,-0.9375,-0.140625,-0.875,0.5625,-0.40625,-0.28125,-0.25,-0.21826171875
6208,33,A9,30,1C,2A,32,B1,20,AE,0.6875,-0.28125,0.5,0.09375,0.3125,0.625,-0.5625,0.125,-0.4375,-0.66796875
6209,B4,2C,2B,36,35,1C,2A,30,32,-0.75,0.375,0.34375,0.875,0.8125,0.09375,0.3125,0.5,0.625,0.595703125
6210,34,AA,AF,AD,B5,B3,B3,29,A6,0.75,-0.3125,-0.46875,-0.40625,-0.8125,-0.6875,-0.6875,0.28125,-0.21875,-0.4052734375
6211,22,B3,32,A8,34,27,2D,22,A0,0.15625,-0.6875,0.625,-0.25,0.75,0.234375,0.40625,0.15625,-0.125,0.0458984375
6212,A1,32,28,33,A9,B4,37,29,2F,-0.140625,0.625,0.25,0.6875,-0.28125,-0.75,0.9375,0.28125,0.46875,0.46728515625
6213,25,A7,AD,34,AD,34,38,21,B5,0.203125,-0.234375,-0.40625,0.75,-0.40625,0.75,1.0,0.140625,-0.8125,-1.37158203125
6214,2E,28,2D,B7,37,A9,35,AB,36,0.4375,0.25,0.40625,-0.9375,0.9375,-0.28125,0.8125,-0.34375,0.875,1.8671875
6215,2E,A0,2B,B7,B0,A3,A8,2C,B7,0.4375,-0.125,0.34375,-0.9375,-0.5,-0.171875,-0.25,0.375,-0.9375,-1.572265625
6216,2C,03,A6,31,9A,34,37,AF,2F,0.375,0.005859375,-0.21875,0.5625,-0.078125,0.75,0.9375,-0.46875,0.46875,-0.02490234375
6217,20,26,AB,2E,32,36,AF,34,B4,0.125,0.21875,-0.34375,0.4375,0.625,0.875,-0.46875,0.75,-0.75,0.0087890625
6218,9F,B5,34,B1,33,B3,B0,B7,B8,-0.1171875,-0.8125,0.75,-0.5625,0.6875,-0.6875,-0.5,-0.9375,-1.0,-0.36962890625
6219,B6,38,26,B2,34,37,AC,1C,B4,-0.875,1.0,0.21875,-0.625,0.75,0.9375,-0.375,0.09375,-0.75,-0.609375
6220,32,A3,38,B8,A8,2E,AA,AD,36,0.625,-0.171875,1.0,-1.0,-0.25,0.4375,-0.3125,-0.40625,0.875,0.7373046875
6221,B7,B0,AB,25,38,28,30,2B,2C,-0.9375,-0.5,-0.34375,0.203125,1.0,0.25,0.5,0.34375,0.375,-0.78955078125
6222,36,9F,37,36,35,A3,B5,2D,37,0.875,-0.1171875,0.9375,0.875,0.8125,-0.171875,-0.8125,0.40625,0.9375,1.2623291015625
6223,91,2A,32,B7,B0,27,06,1F,35,-0.03515625,0.3125,0.625,-0.9375,-0.5,0.234375,0.01171875,0.1171875,0.8125,0.80078125
6224,30,34,B7,32,34,B1,35,32,AA,0.5,0.75,-0.9375,0.625,0.75,-0.5625,0.8125,0.625,-0.3125,-0.73046875
6225,A7,A9,33,8F,2C,2E,AB,9D,B4,-0.234375,-0.28125,0.6875,-0.029296875,0.375,0.4375,-0.34375,-0.1015625,-0.75,-1.1942901611328125
6226,18,B3,2E,37,B4,B0,AA,B8,35,0.0625,-0.6875,0.4375,0.9375,-0.75,-0.5,-0.3125,-1.0,0.8125,0.03515625
6227,2B,B5,8F,AD,32,23,B4,2D,B0,0.34375,-0.8125,-0.029296875,-0.40625,0.625,0.171875,-0.75,0.40625,-0.5,-0.56787109375
6228,2C,33,B6,19,32,A1,37,2C,B4,0.375,0.6875,-0.875,0.0703125,0.625,-0.140625,0.9375,0.375,-0.75,-1.40625
6229,36,2E,B2,B4,28,A3,20,25,B0,0.875,0.4375,-0.625,-0.75,0.25,-0.171875,0.125,0.203125,-0.5,-0.5869140625
6230,34,32,B5,B4,31,29,B5,B7,33,0.75,0.625,-0.8125,-0.75,0.5625,0.28125,-0.8125,-0.9375,0.6875,2.6484375
6231,B7,24,A7,94,38,22,37,A4,22,-0.9375,0.1875,-0.234375,-0.046875,1.0,0.15625,0.9375,-0.1875,0.15625,-0.962890625
6232,30,B2,37,A7,B2,34,B3,17,2B,0.5,-0.625,0.9375,-0.234375,-0.625,0.75,-0.6875,0.05859375,0.34375,-1.09576416015625
6233,8A,36,A8,2E,AC,AB,B1,AF,A3,-0.01953125,0.875,-0.25,0.4375,-0.375,-0.34375,-0.5625,-0.46875,-0.171875,-0.52978515625
6234,2C,37,B4,B6,AC,B8,B2,29,36,0.375,0.9375,-0.75,-0.875,-0.375,-1.0,-0.625,0.28125,0.875,0.01953125
6235,B8,33,36,30,A7,AF,24,B3,35,-1.0,0.6875,0.875,0.5,-0.234375,-0.46875,0.1875,-0.6875,0.8125,0.544921875
6236,B2,2B,30,2C,B8,A7,34,34,25,-0.625,0.34375,0.5,0.375,-1.0,-0.234375,0.75,0.75,0.203125,1.40380859375
6237,33,30,B4,AD,34,16,9B,31,36,0.6875,0.5,-0.75,-0.40625,0.75,0.0546875,-0.0859375,0.5625,0.875,1.25390625
6238,B0,A4,9E,2B,9E,B0,A3,B3,B2,-0.5,-0.1875,-0.109375,0.34375,-0.109375,-0.5,-0.171875,-0.6875,-0.625,-0.694091796875
6239,B5,36,B2,A2,B6,B1,34,38,31,-0.8125,0.875,-0.625,-0.15625,-0.875,-0.5625,0.75,1.0,0.5625,0.15625
6240,2C,AB,34,B3,2F,AB,AC,B8,2A,0.375,-0.34375,0.75,-0.6875,0.46875,-0.34375,-0.375,-1.0,0.3125,1.0126953125
6241,B0,34,30,B7,17,B7,9F,2C,B7,-0.5,0.75,0.5,-0.9375,0.05859375,-0.9375,-0.1171875,0.375,-0.9375,-2.080078125
6242,B7,36,31,2C,AB,AA,25,26,2D,-0.9375,0.875,0.5625,0.375,-0.34375,-0.3125,0.203125,0.21875,0.40625,0.6513671875
6243,B7,32,B8,2C,B3,B3,31,32,27,-0.9375,0.625,-1.0,0.375,-0.6875,-0.6875,0.5625,0.625,0.234375,0.12109375
6244,37,B6,35,36,34,B5,B4,1F,B5,0.9375,-0.875,0.8125,0.875,0.75,-0.8125,-0.75,0.1171875,-0.8125,0.0947265625
6245,B0,35,B1,2E,30,32,19,38,32,-0.5,0.8125,-0.5625,0.4375,0.5,0.625,0.0703125,1.0,0.625,1.28076171875
6246,2F,35,2A,81,30,32,31,B1,35,0.46875,0.8125,0.3125,-0.001953125,0.5,0.625,0.5625,-0.5625,0.8125,1.7315673828125
6247,A7,2D,30,B8,B7,34,B0,36,B3,-0.234375,0.40625,0.5,-1.0,-0.9375,0.75,-0.5,0.875,-0.6875,-1.2880859375
6248,29,B7,33,30,36,31,19,A8,36,0.28125,-0.9375,0.6875,0.5,0.875,0.5625,0.0703125,-0.25,0.875,0.51708984375
6249,33,32,38,9C,29,0B,07,28,B2,0.6875,0.625,1.0,-0.09375,0.28125,0.021484375,0.013671875,0.25,-0.625,-0.427978515625
6250,A9,B1,A0,2D,1A,1E,2A,93,31,-0.28125,-0.5625,-0.125,0.40625,0.078125,0.109375,0.3125,-0.04296875,0.5625,0.4224853515625
6251,00,35,9C,21,32,37,2E,31,B4,0.0,0.8125,-0.09375,0.140625,0.625,0.9375,0.4375,0.5625,-0.75,0.0498046875
6252,19,28,2A,B4,19,31,38,B2,AA,0.0703125,0.25,0.3125,-0.75,0.0703125,0.5625,1.0,-0.625,-0.3125,0.61431884765625
6253,36,8D,36,A4,37,31,B5,21,9C,0.875,-0.025390625,0.875,-0.1875,0.9375,0.5625,-0.8125,0.140625,-0.09375,-0.0250244140625
6254,B8,AD,2D,1E,B3,9F,B5,B3,B7,-1.0,-0.40625,0.40625,0.109375,-0.6875,-0.1171875,-0.8125,-0.6875,-0.9375,-0.607666015625
6255,2C,B2,B6,2B,2B,33,B6,2D,36,0.375,-0.625,-0.875,0.34375,0.34375,0.6875,-0.875,0.40625,0.875,1.4794921875
6256,33,A9,B6,36,B4,B5,B1,23,91,0.6875,-0.28125,-0.875,0.875,-0.75,-0.8125,-0.5625,0.171875,-0.03515625,0.3203125
6257,37,B6,B8,11,AE,90,B3,B2,A9,0.9375,-0.875,-1.0,0.03515625,-0.4375,-0.03125,-0.6875,-0.625,-0.28125,0.00146484375
6258,36,A5,2D,2D,2D,36,B6,9A,A4,0.875,-0.203125,0.40625,0.40625,0.40625,0.875,-0.875,-0.078125,-0.1875,-0.39697265625
6259,34,AB,B2,B4,32,B1,23,B6,35,0.75,-0.34375,-0.625,-0.75,0.625,-0.5625,0.171875,-0.875,0.8125,2.0234375
6260,2C,31,26,36,A8,9F,A7,10,2C,0.375,0.5625,0.21875,0.875,-0.25,-0.1171875,-0.234375,0.03125,0.375,0.19140625
6261,28,AD,B2,15,B0,B5,B7,29,96,0.25,-0.40625,-0.625,0.05078125,-0.5,-0.8125,-0.9375,0.28125,-0.0546875,0.7506103515625
6262,A4,B0,20,B3,B8,35,36,B7,34,-0.1875,-0.5,0.125,-0.6875,-1.0,0.8125,0.875,-0.9375,0.75,1.28515625
6263,32,36,24,B4,2F,B5,1B,A9,35,0.625,0.875,0.1875,-0.75,0.46875,-0.8125,0.0859375,-0.28125,0.8125,0.62158203125
6264,32,06,33,B8,AE,AB,B3,36,2E,0.625,0.01171875,0.6875,-1.0,-0.4375,-0.34375,-0.6875,0.875,0.4375,-1.1876220703125
6265,B6,AA,AC,32,1C,AA,28,A1,31,-0.875,-0.3125,-0.375,0.625,0.09375,-0.3125,0.25,-0.140625,0.5625,0.396484375
6266,B7,0A,B2,37,AF,32,AB,25,35,-0.9375,0.01953125,-0.625,0.9375,-0.46875,0.625,-0.34375,0.203125,0.8125,1.66943359375
6267,B5,35,A1,B3,9A,35,B3,35,35,-0.8125,0.8125,-0.140625,-0.6875,-0.078125,0.8125,-0.6875,0.8125,0.8125,1.07421875
6268,B1,36,A2,30,32,B6,83,AB,AB,-0.5625,0.875,-0.15625,0.5,0.625,-0.875,-0.005859375,-0.34375,-0.34375,-1.63189697265625
6269,37,36,B1,B5,31,33,9E,A8,36,0.9375,0.875,-0.5625,-0.8125,0.5625,0.6875,-0.109375,-0.25,0.875,2.2685546875
6270,25,2B,36,AA,AF,B6,31,B2,A3,0.203125,0.34375,0.875,-0.3125,-0.46875,-0.875,0.5625,-0.625,-0.171875,0.11962890625
6271,2E,34,36,34,86,29,B1,B7,0C,0.4375,0.75,0.875,0.75,-0.01171875,0.28125,-0.5625,-0.9375,0.0234375,-0.966064453125
6272,21,A7,35,2C,2F,33,35,31,B1,0.140625,-0.234375,0.8125,0.375,0.46875,0.6875,0.8125,0.5625,-0.5625,0.21337890625
6273,B0,B1,AF,93,31,A0,B2,03,11,-0.5,-0.5625,-0.46875,-0.04296875,0.5625,-0.125,-0.625,0.005859375,0.03515625,0.11693572998046875
6274,33,AC,B4,23,2A,35,21,2E,27,0.6875,-0.375,-0.75,0.171875,0.3125,0.8125,0.140625,0.4375,0.234375,0.1142578125
6275,B1,AD,37,27,B4,B2,AA,35,B0,-0.5625,-0.40625,0.9375,0.234375,-0.75,-0.625,-0.3125,0.8125,-0.5,0.0732421875
6276,2B,A1,AD,AA,37,B5,29,33,25,0.34375,-0.140625,-0.40625,-0.3125,0.9375,-0.8125,0.28125,0.6875,0.203125,0.310546875
6277,A7,B1,34,B8,B4,A1,31,B7,36,-0.234375,-0.5625,0.75,-1.0,-0.75,-0.140625,0.5625,-0.9375,0.875,2.4892578125
6278,A4,B7,2D,24,29,35,B2,0C,A6,-0.1875,-0.9375,0.40625,0.1875,0.28125,0.8125,-0.625,0.0234375,-0.21875,-1.28271484375
6279,33,92,B1,A5,B7,B7,33,32,20,0.6875,-0.0390625,-0.5625,-0.203125,-0.9375,-0.9375,0.6875,0.625,0.125,-0.99658203125
6280,33,38,B3,B5,96,31,2E,34,B5,0.6875,1.0,-0.6875,-0.8125,-0.0546875,0.5625,0.4375,0.75,-0.8125,-1.19775390625
6281,34,30,B7,29,A9,38,8C,A3,2C,0.75,0.5,-0.9375,0.28125,-0.28125,1.0,-0.0234375,-0.171875,0.375,0.6376953125
6282,32,AC,38,A0,38,2B,2A,B8,B5,0.625,-0.375,1.0,-0.125,1.0,0.34375,0.3125,-1.0,-0.8125,0.12109375
6283,33,B1,B8,B2,2F,31,A0,30,AA,0.6875,-0.5625,-1.0,-0.625,0.46875,0.5625,-0.125,0.5,-0.3125,-0.494140625
6284,B2,33,AB,35,99,27,35,2A,2F,-0.625,0.6875,-0.34375,0.8125,-0.0703125,0.234375,0.8125,0.3125,0.46875,0.6484375
6285,36,AE,B2,34,B4,9D,A7,A2,B4,0.875,-0.4375,-0.625,0.75,-0.75,-0.1015625,-0.234375,-0.15625,-0.75,-1.33251953125
6286,2D,32,1F,B2,01,88,31,9E,31,0.40625,0.625,0.1171875,-0.625,0.001953125,-0.015625,0.5625,-0.109375,0.5625,0.68780517578125
6287,33,30,35,24,29,32,AF,01,AD,0.6875,0.5,0.8125,0.1875,0.28125,0.625,-0.46875,0.001953125,-0.40625,-0.2808837890625
6288,33,22,32,32,B1,AA,B6,32,24,0.6875,0.15625,0.625,0.625,-0.5625,-0.3125,-0.875,0.625,0.1875,-0.404296875
6289,32,37,B6,B6,B4,34,9C,25,A7,0.625,0.9375,-0.875,-0.875,-0.75,0.75,-0.09375,0.203125,-0.234375,-0.095703125
6290,35,34,16,9E,30,B8,37,37,29,0.8125,0.75,0.0546875,-0.109375,0.5,-1.0,0.9375,0.9375,0.28125,-0.11376953125
6291,36,B2,34,B2,B7,2B,26,A7,23,0.875,-0.625,0.75,-0.625,-0.9375,0.34375,0.21875,-0.234375,0.171875,-0.552734375
6292,35,38,AB,B6,32,B7,AC,11,B5,0.8125,1.0,-0.34375,-0.875,0.625,-0.9375,-0.375,0.03515625,-0.8125,-1.14404296875
6293,A0,AA,B6,B6,A0,B7,36,B7,A0,-0.125,-0.3125,-0.875,-0.875,-0.125,-0.9375,0.875,-0.9375,-0.125,0.23828125
6294,38,AC,B3,37,A3,B7,AB,B7,2F,1.0,-0.375,-0.6875,0.9375,-0.171875,-0.9375,-0.34375,-0.9375,0.46875,0.005859375
6295,25,8C,37,A9,B3,A7,30,B1,85,0.203125,-0.0234375,0.9375,-0.28125,-0.6875,-0.234375,0.5,-0.5625,-0.009765625,0.4830322265625
6296,33,B8,2A,AB,AE,B4,25,AF,36,0.6875,-1.0,0.3125,-0.34375,-0.4375,-0.75,0.203125,-0.46875,0.875,1.548828125
6297,A5,A9,33,B6,37,A9,1D,36,B5,-0.203125,-0.28125,0.6875,-0.875,0.9375,-0.28125,0.1015625,0.875,-0.8125,-1.61962890625
6298,A6,32,31,36,B7,30,32,34,B4,-0.21875,0.625,0.5625,0.875,-0.9375,0.5,0.625,0.75,-0.75,0.775390625
6299,B3,AE,A0,38,31,2C,2A,B0,A8,-0.6875,-0.4375,-0.125,1.0,0.5625,0.375,0.3125,-0.5,-0.25,-1.33984375
6300,06,33,32,25,B3,B8,A5,A0,A8,0.01171875,0.6875,0.625,0.203125,-0.6875,-1.0,-0.203125,-0.125,-0.25,-1.097900390625
6301,35,24,B4,B7,2D,A4,B7,9A,33,0.8125,0.1875,-0.75,-0.9375,0.40625,-0.1875,-0.9375,-0.078125,0.6875,1.7587890625
6302,B6,0F,21,36,B8,29,AE,A8,32,-0.875,0.029296875,0.140625,0.875,-1.0,0.28125,-0.4375,-0.25,0.625,1.22796630859375
6303,18,9B,31,AF,34,B2,B2,84,25,0.0625,-0.0859375,0.5625,-0.46875,0.75,-0.625,-0.625,-0.0078125,0.203125,-0.044189453125
6304,37,11,2F,B2,A5,37,14,B0,19,0.9375,0.03515625,0.46875,-0.625,-0.203125,0.9375,0.046875,-0.5,0.0703125,0.247314453125
6305,2B,33,A9,B0,A9,2E,35,37,87,0.34375,0.6875,-0.28125,-0.5,-0.28125,0.4375,0.8125,0.9375,-0.013671875,-0.5068359375
6306,32,AC,B8,B5,9B,2A,B4,35,A8,0.625,-0.375,-1.0,-0.8125,-0.0859375,0.3125,-0.75,0.8125,-0.25,-0.3310546875
6307,B7,32,AB,2C,B5,AC,B4,27,B6,-0.9375,0.625,-0.34375,0.375,-0.8125,-0.375,-0.75,0.234375,-0.875,-0.001953125
6308,AF,25,B4,A6,34,B6,AA,AB,30,-0.46875,0.203125,-0.75,-0.21875,0.75,-0.875,-0.3125,-0.34375,0.5,0.2802734375
6309,92,B2,29,B3,33,33,35,B6,AF,-0.0390625,-0.625,0.28125,-0.6875,0.6875,0.6875,0.8125,-0.875,-0.46875,-0.09521484375
6310,AA,B2,A0,A4,1A,21,9C,AB,A7,-0.3125,-0.625,-0.125,-0.1875,0.078125,0.140625,-0.09375,-0.34375,-0.234375,-0.2705078125
6311,B4,27,B5,8B,A9,25,35,35,37,-0.75,0.234375,-0.8125,-0.021484375,-0.28125,0.203125,0.8125,0.8125,0.9375,0.5184326171875
6312,15,9B,B8,2C,A1,24,B6,9E,89,0.05078125,-0.0859375,-1.0,0.375,-0.140625,0.1875,-0.875,-0.109375,-0.017578125,0.79315185546875
6313,B4,1F,A4,B1,A6,31,A9,B1,B5,-0.75,0.1171875,-0.1875,-0.5625,-0.21875,0.5625,-0.28125,-0.5625,-0.8125,-0.21337890625
6314,A1,B7,30,A9,22,34,36,B2,B8,-0.140625,-0.9375,0.5,-0.28125,0.15625,0.75,0.875,-0.625,-1.0,-1.11181640625
6315,90,19,22,21,B0,32,A0,B2,B8,-0.03125,0.0703125,0.15625,0.140625,-0.5,0.625,-0.125,-0.625,-1.0,-1.0478515625
6316,2D,33,37,98,B7,98,37,2B,B1,0.40625,0.6875,0.9375,-0.0625,-0.9375,-0.0625,0.9375,0.34375,-0.5625,-0.12890625
6317,2A,24,AE,A4,02,35,29,B3,B3,0.3125,0.1875,-0.4375,-0.1875,0.00390625,0.8125,0.28125,-0.6875,-0.6875,-0.528076171875
6318,B3,8D,36,9C,1E,33,24,30,36,-0.6875,-0.025390625,0.875,-0.09375,0.109375,0.6875,0.1875,0.5,0.875,0.8995361328125
6319,B8,B1,A0,AE,B5,B7,9C,2A,AC,-1.0,-0.5625,-0.125,-0.4375,-0.8125,-0.9375,-0.09375,0.3125,-0.375,0.83984375
6320,B2,A6,2B,28,23,37,2C,33,22,-0.625,-0.21875,0.34375,0.25,0.171875,0.9375,0.375,0.6875,0.15625,0.14453125
6321,26,AF,AF,29,25,30,26,0A,32,0.21875,-0.46875,-0.46875,0.28125,0.203125,0.5,0.21875,0.01953125,0.625,0.3380126953125
6322,B3,AC,09,B4,AB,28,B6,33,10,-0.6875,-0.375,0.017578125,-0.75,-0.34375,0.25,-0.875,0.6875,0.03125,-0.357177734375
6323,23,37,29,37,B7,19,B4,33,33,0.171875,0.9375,0.28125,0.9375,-0.9375,0.0703125,-0.75,0.6875,0.6875,1.02587890625
6324,B7,99,B3,B3,B1,95,31,B3,AA,-0.9375,-0.0703125,-0.6875,-0.6875,-0.5625,-0.05078125,0.5625,-0.6875,-0.3125,0.304351806640625
6325,2B,B2,AD,22,36,35,B6,B7,AA,0.34375,-0.625,-0.40625,0.15625,0.875,0.8125,-0.875,-0.9375,-0.3125,-0.310546875
6326,B0,13,36,2B,29,AD,13,AC,B4,-0.5,0.04296875,0.875,0.34375,0.28125,-0.40625,0.04296875,-0.375,-0.75,-0.9993896484375
6327,35,28,35,31,30,33,21,28,B5,0.8125,0.25,0.8125,0.5625,0.5,0.6875,0.140625,0.25,-0.8125,0.0205078125
6328,35,35,2B,AA,35,2C,2B,29,33,0.8125,0.8125,0.34375,-0.3125,0.8125,0.375,0.34375,0.28125,0.6875,1.6826171875
6329,2C,27,B2,95,36,B3,35,B3,32,0.375,0.234375,-0.625,-0.05078125,0.875,-0.6875,0.8125,-0.6875,0.625,0.319091796875
6330,9E,38,B2,96,37,33,B3,33,B7,-0.109375,1.0,-0.625,-0.0546875,0.9375,0.6875,-0.6875,0.6875,-0.9375,0.03955078125
6331,32,B5,28,2E,32,35,32,AA,AF,0.625,-0.8125,0.25,0.4375,0.625,0.8125,0.625,-0.3125,-0.46875,-0.71875
6332,33,AB,B4,37,9A,26,2C,B4,2E,0.6875,-0.34375,-0.75,0.9375,-0.078125,0.21875,0.375,-0.75,0.4375,-0.67578125
6333,34,AC,26,31,A7,2F,B6,36,B6,0.75,-0.375,0.21875,0.5625,-0.234375,0.46875,-0.875,0.875,-0.875,-0.92578125
6334,A1,B2,B7,2C,B5,B3,0E,34,AC,-0.140625,-0.625,-0.9375,0.375,-0.8125,-0.6875,0.02734375,0.75,-0.375,0.424560546875
6335,31,AD,34,B4,AC,34,35,32,AE,0.5625,-0.40625,0.75,-0.75,-0.375,0.75,0.8125,0.625,-0.4375,-0.8125
6336,B1,1C,32,35,21,B7,16,35,B7,-0.5625,0.09375,0.625,0.8125,0.140625,-0.9375,0.0546875,0.8125,-0.9375,-0.41015625
6337,AB,B4,35,B5,AE,2B,AE,33,88,-0.34375,-0.75,0.8125,-0.8125,-0.4375,0.34375,-0.4375,0.6875,-0.015625,-1.037109375
6338,B1,B4,33,B3,A9,28,30,21,B1,-0.5625,-0.75,0.6875,-0.6875,-0.28125,0.25,0.5,0.140625,-0.5625,-0.3447265625
6339,AD,94,30,AB,34,2A,B5,B0,B6,-0.40625,-0.046875,0.5,-0.34375,0.75,0.3125,-0.8125,-0.5,-0.875,-1.4287109375
6340,99,32,9B,2A,B1,36,2F,19,31,-0.0703125,0.625,-0.0859375,0.3125,-0.5625,0.875,0.46875,0.0703125,0.5625,1.130615234375
6341,30,02,2C,AC,A9,B7,AE,33,AA,0.5,0.00390625,0.375,-0.375,-0.28125,-0.9375,-0.4375,0.6875,-0.3125,-0.878662109375
6342,AA,B5,38,2A,15,9D,AA,30,B5,-0.3125,-0.8125,1.0,0.3125,0.05078125,-0.1015625,-0.3125,0.5,-0.8125,-0.902099609375
6343,A8,2E,1E,29,15,23,1E,B7,34,-0.25,0.4375,0.109375,0.28125,0.05078125,0.171875,0.109375,-0.9375,0.75,0.560791015625
6344,21,B3,B8,AD,12,A9,12,36,B4,0.140625,-0.6875,-1.0,-0.40625,0.0390625,-0.28125,0.0390625,0.875,-0.75,-0.9456787109375
6345,38,31,B3,0F,B7,36,38,36,1F,1.0,0.5625,-0.6875,0.029296875,-0.9375,0.875,1.0,0.875,0.1171875,-0.989990234375
6346,B7,24,B4,A0,B6,B0,2E,28,A7,-0.9375,0.1875,-0.75,-0.125,-0.875,-0.5,0.4375,0.25,-0.234375,0.1328125
6347,AB,AD,AA,B6,06,35,33,AC,B4,-0.34375,-0.40625,-0.3125,-0.875,0.01171875,0.8125,0.6875,-0.375,-0.75,-0.9708251953125
6348,AF,A5,2C,28,36,AB,B6,B5,2F,-0.46875,-0.203125,0.375,0.25,0.875,-0.34375,-0.875,-0.8125,0.46875,-0.40283203125
6349,A6,AA,38,31,33,92,24,AB,31,-0.21875,-0.3125,1.0,0.5625,0.6875,-0.0390625,0.1875,-0.34375,0.5625,0.41845703125
6350,B0,36,1D,AC,30,2B,AF,33,B0,-0.5,0.875,0.1015625,-0.375,0.5,0.34375,-0.46875,0.6875,-0.5,-0.754638671875
6351,32,B7,36,2F,35,AA,29,33,36,0.625,-0.9375,0.875,0.46875,0.8125,-0.3125,0.28125,0.6875,0.875,2.244140625
6352,B5,B5,B0,B3,85,08,37,A6,B6,-0.8125,-0.8125,-0.5,-0.6875,-0.009765625,0.015625,0.9375,-0.21875,-0.875,-1.1981201171875
6353,37,B1,B0,20,B7,B1,24,23,2A,0.9375,-0.5625,-0.5,0.125,-0.9375,-0.5625,0.1875,0.171875,0.3125,-0.322265625
6354,19,B3,2E,B7,A4,2E,2E,37,27,0.0703125,-0.6875,0.4375,-0.9375,-0.1875,0.4375,0.4375,0.9375,0.234375,-0.76708984375
6355,1B,A3,37,38,8F,27,34,25,B3,0.0859375,-0.171875,0.9375,1.0,-0.029296875,0.234375,0.75,0.203125,-0.6875,0.1759490966796875
6356,35,34,32,1B,26,A0,AD,2C,34,0.8125,0.75,0.625,0.0859375,0.21875,-0.125,-0.40625,0.375,0.75,0.6123046875
6357,32,2A,18,AB,35,2B,32,33,B5,0.625,0.3125,0.0625,-0.34375,0.8125,0.34375,0.625,0.6875,-0.8125,-0.39453125
6358,33,A9,29,26,87,10,01,32,1E,0.6875,-0.28125,0.28125,0.21875,-0.013671875,0.03125,0.001953125,0.625,0.109375,0.22845458984375
6359,B0,32,30,36,A0,A5,19,37,38,-0.5,0.625,0.5,0.875,-0.125,-0.203125,0.0703125,0.9375,1.0,1.791015625
6360,96,33,B6,1C,29,18,30,2C,A9,-0.0546875,0.6875,-0.875,0.09375,0.28125,0.0625,0.5,0.375,-0.28125,-0.656005859375
6361,B3,37,2D,B3,2F,B6,2F,99,B3,-0.6875,0.9375,0.40625,-0.6875,0.46875,-0.875,0.46875,-0.0703125,-0.6875,-1.59130859375
6362,A8,B7,B7,96,A2,B1,2E,B2,32,-0.25,-0.9375,-0.9375,-0.0546875,-0.15625,-0.5625,0.4375,-0.625,0.625,0.8154296875
6363,29,26,32,31,31,33,A8,33,2C,0.28125,0.21875,0.625,0.5625,0.5625,0.6875,-0.25,0.6875,0.375,0.9140625
6364,34,8E,28,2C,A1,2A,B7,B4,B5,0.75,-0.02734375,0.25,0.375,-0.140625,0.3125,-0.9375,-0.75,-0.8125,-1.442138671875
6365,1C,B2,B6,28,AC,36,37,2A,A7,0.09375,-0.625,-0.875,0.25,-0.375,0.875,0.9375,0.3125,-0.234375,-1.55859375
6366,37,B3,B5,B2,2B,A9,B1,2F,AC,0.9375,-0.6875,-0.8125,-0.625,0.34375,-0.28125,-0.5625,0.46875,-0.375,0.3046875
6367,31,2B,2E,B6,28,B7,2A,98,B3,0.5625,0.34375,0.4375,-0.875,0.25,-0.9375,0.3125,-0.0625,-0.6875,-0.677734375
6368,A9,1B,2C,13,2A,32,2A,B6,31,-0.28125,0.0859375,0.375,0.04296875,0.3125,0.625,0.3125,-0.875,0.5625,0.60791015625
6369,33,2D,38,A9,21,33,22,A0,AF,0.6875,0.40625,1.0,-0.28125,0.140625,0.6875,0.15625,-0.125,-0.46875,0.0986328125
