test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_int,A1_int,A2_int,A3_int,B0_int,B1_int,B2_int,B3_int,C0_int,reference_int,input_width,output_width,operand_range,c_range
5311,FD,F9,05,01,F8,FB,02,FC,0004,-3,-7,5,1,-8,-5,2,-4,4,69,8,16,10,100
5312,04,F7,F7,0A,F7,02,F7,FE,005E,4,-9,-9,10,-9,2,-9,-2,94,101,8,16,10,100
5313,06,02,FB,06,F6,00,FA,F9,FFB1,6,2,-5,6,-10,0,-6,-7,-79,-151,8,16,10,100
5314,FA,FE,04,03,FC,F6,FF,03,FFC6,-6,-2,4,3,-4,-10,-1,3,-58,-9,8,16,10,100
5315,FE,F8,00,FF,02,F8,07,01,0060,-2,-8,0,-1,2,-8,7,1,96,155,8,16,10,100
5316,FA,F6,0A,06,FC,08,FF,FD,FFCB,-6,-10,10,6,-4,8,-1,-3,-53,-137,8,16,10,100
5317,02,04,02,F7,06,FF,F9,08,FFC7,2,4,2,-9,6,-1,-7,8,-57,-135,8,16,10,100
5318,07,03,F8,0A,02,04,04,FE,0025,7,3,-8,10,2,4,4,-2,37,11,8,16,10,100
5319,0A,06,FC,04,05,FF,03,FA,FFF0,10,6,-4,4,5,-1,3,-6,-16,-8,8,16,10,100
5320,08,FB,07,03,01,FB,04,06,0036,8,-5,7,3,1,-5,4,6,54,133,8,16,10,100
5321,01,05,F6,F9,F9,FF,01,03,FFFF,1,5,-10,-7,-7,-1,1,3,-1,-44,8,16,10,100
5322,08,01,FF,0A,F8,FA,F6,01,FFF8,8,1,-1,10,-8,-6,-10,1,-8,-58,8,16,10,100
5323,F6,FB,F9,FA,0A,FB,FE,FF,FFCF,-10,-5,-7,-6,10,-5,-2,-1,-49,-104,8,16,10,100
5324,FA,FA,01,FD,F6,02,FC,09,FFF5,-6,-6,1,-3,-10,2,-4,9,-11,6,8,16,10,100
5325,01,FA,F6,09,03,FD,FD,FE,FFDE,1,-6,-10,9,3,-3,-3,-2,-34,-1,8,16,10,100
5326,05,08,F8,F9,FF,03,05,FB,FFC2,5,8,-8,-7,-1,3,5,-5,-62,-48,8,16,10,100
5327,07,01,F8,06,FF,F8,05,F8,FFE4,7,1,-8,6,-1,-8,5,-8,-28,-131,8,16,10,100
5328,F9,FE,03,FF,F8,02,F7,07,FFDD,-7,-2,3,-1,-8,2,-9,7,-35,-17,8,16,10,100
5329,08,FB,F9,08,04,FA,05,F9,FFB7,8,-5,-7,8,4,-6,5,-7,-73,-102,8,16,10,100
5330,F8,F8,FF,FC,F9,FD,FA,04,FFC1,-8,-8,-1,-4,-7,-3,-6,4,-63,7,8,16,10,100
5331,07,06,FC,FC,01,03,F9,0A,FF9C,7,6,-4,-4,1,3,-7,10,-100,-87,8,16,10,100
5332,F9,FF,FC,0A,F6,FF,06,FF,FFAC,-7,-1,-4,10,-10,-1,6,-1,-84,-47,8,16,10,100
5333,04,04,F7,FB,04,00,02,01,FFEE,4,4,-9,-5,4,0,2,1,-18,-25,8,16,10,100
5334,F9,F7,07,04,FE,F6,00,03,FF9E,-7,-9,7,4,-2,-10,0,3,-98,18,8,16,10,100
5335,FC,F7,F8,FC,FA,F9,F9,FF,004B,-4,-9,-8,-4,-6,-7,-7,-1,75,222,8,16,10,100
5336,07,F7,F9,F7,FC,05,07,FC,0022,7,-9,-7,-9,-4,5,7,-4,34,-52,8,16,10,100
5337,06,F9,0A,08,01,06,05,07,FFA0,6,-7,10,8,1,6,5,7,-96,-26,8,16,10,100
5338,01,F7,08,02,0A,00,05,FB,FFB1,1,-9,8,2,10,0,5,-5,-79,-39,8,16,10,100
5339,05,F6,F6,07,07,03,09,FB,FFC4,5,-10,-10,7,7,3,9,-5,-60,-180,8,16,10,100
5340,FB,F8,05,01,08,0A,F6,03,005F,-5,-8,5,1,8,10,-10,3,95,-72,8,16,10,100
5341,FF,FF,0A,02,08,05,0A,05,FF9C,-1,-1,10,2,8,5,10,5,-100,-3,8,16,10,100
5342,F9,FA,05,FD,05,08,08,FE,FFE0,-7,-6,5,-3,5,8,8,-2,-32,-69,8,16,10,100
5343,FC,F7,0A,F8,FD,FA,F8,FC,0048,-4,-9,10,-8,-3,-6,-8,-4,72,90,8,16,10,100
5344,F9,07,FA,FE,FA,09,0A,F8,FFD2,-7,7,-6,-2,-6,9,10,-8,-46,15,8,16,10,100
5345,09,00,FD,FD,02,09,03,08,FFF4,9,0,-3,-3,2,9,3,8,-12,-27,8,16,10,100
5346,02,01,FD,FB,04,F8,01,05,FFFD,2,1,-3,-5,4,-8,1,5,-3,-31,8,16,10,100
5347,F8,00,01,F9,FB,F6,09,09,0060,-8,0,1,-7,-5,-10,9,9,96,82,8,16,10,100
5348,F7,02,06,FE,FF,F6,F8,01,FFEA,-9,2,6,-2,-1,-10,-8,1,-22,-83,8,16,10,100
5349,FF,F6,F9,09,08,F9,F9,0A,0020,-1,-10,-7,9,8,-7,-7,10,32,233,8,16,10,100
5350,F7,F6,00,08,01,06,FD,FD,0023,-9,-10,0,8,1,6,-3,-3,35,-58,8,16,10,100
5351,01,0A,FA,02,F6,F7,FD,07,FFC9,1,10,-6,2,-10,-9,-3,7,-55,-123,8,16,10,100
5352,FE,03,F7,F8,F7,04,F7,06,005C,-2,3,-9,-8,-9,4,-9,6,92,155,8,16,10,100
5353,FE,06,FC,FC,0A,03,08,01,FFA9,-2,6,-4,-4,10,3,8,1,-87,-125,8,16,10,100
5354,07,05,03,FA,F7,F9,07,00,0059,7,5,3,-6,-9,-7,7,0,89,12,8,16,10,100
5355,06,04,F9,02,F7,FA,F6,F6,005B,6,4,-7,2,-9,-6,-10,-10,91,63,8,16,10,100
5356,F7,08,01,00,03,02,09,FB,005C,-9,8,1,0,3,2,9,-5,92,90,8,16,10,100
5357,F6,F8,0A,FD,FA,F7,F9,02,0032,-10,-8,10,-3,-6,-9,-7,2,50,106,8,16,10,100
5358,F9,07,04,FF,F9,F8,05,0A,0023,-7,7,4,-1,-7,-8,5,10,35,38,8,16,10,100
5359,F7,FE,07,F6,FF,FA,F6,F6,002D,-9,-2,7,-10,-1,-6,-10,-10,45,96,8,16,10,100
5360,04,FE,F6,FC,FE,03,05,FB,0056,4,-2,-10,-4,-2,3,5,-5,86,42,8,16,10,100
5361,0A,FA,F8,0A,F6,05,07,08,FFAC,10,-6,-8,10,-10,5,7,8,-84,-190,8,16,10,100
5362,FD,04,04,05,F9,F9,FB,F8,005A,-3,4,4,5,-7,-7,-5,-8,90,23,8,16,10,100
5363,06,05,FB,F8,06,09,FE,02,004A,6,5,-5,-8,6,9,-2,2,74,149,8,16,10,100
5364,06,FD,FC,FE,FA,F6,07,FB,0019,6,-3,-4,-2,-6,-10,7,-5,25,1,8,16,10,100
5365,03,00,FC,F9,01,F7,00,FB,FFB5,3,0,-4,-7,1,-9,0,-5,-75,-37,8,16,10,100
5366,02,F9,05,01,02,04,FA,07,FFF1,2,-7,5,1,2,4,-6,7,-15,-62,8,16,10,100
5367,03,05,FF,06,FE,03,FB,F7,0009,3,5,-1,6,-2,3,-5,-9,9,-31,8,16,10,100
5368,06,06,F6,03,FE,00,00,0A,0045,6,6,-10,3,-2,0,0,10,69,87,8,16,10,100
5369,06,06,00,FD,F7,F7,04,F8,FFA1,6,6,0,-3,-9,-9,4,-8,-95,-179,8,16,10,100
5370,FF,FA,FB,FB,08,05,02,01,FFEC,-1,-6,-5,-5,8,5,2,1,-20,-73,8,16,10,100
5371,FF,02,F7,01,F6,FA,07,09,0013,-1,2,-9,1,-10,-6,7,9,19,-37,8,16,10,100
5372,FC,FC,01,FE,0A,00,FA,09,0053,-4,-4,1,-2,10,0,-6,9,83,19,8,16,10,100
5373,08,FE,08,03,03,01,00,FF,0023,8,-2,8,3,3,1,0,-1,35,54,8,16,10,100
5374,01,00,03,FA,00,FC,04,FC,FFF5,1,0,3,-6,0,-4,4,-4,-11,25,8,16,10,100
5375,01,07,FF,FB,FF,03,06,01,FFD4,1,7,-1,-5,-1,3,6,1,-44,-35,8,16,10,100
5376,F8,05,08,FE,FF,04,F7,04,FFAC,-8,5,8,-2,-1,4,-9,4,-84,-136,8,16,10,100
5377,03,F9,06,03,04,07,FD,04,0004,3,-7,6,3,4,7,-3,4,4,-39,8,16,10,100
5378,F8,09,FF,09,F8,05,FB,05,0056,-8,9,-1,9,-8,5,-5,5,86,245,8,16,10,100
5379,FF,03,06,FB,08,04,0A,FD,FFBF,-1,3,6,-5,8,4,10,-3,-65,14,8,16,10,100
5380,FA,04,06,F7,04,FE,07,06,FFCC,-6,4,6,-9,4,-2,7,6,-52,-96,8,16,10,100
5381,06,06,FC,FC,05,FF,04,0A,001D,6,6,-4,-4,5,-1,4,10,29,-3,8,16,10,100
5382,07,F8,FB,08,07,02,07,02,0016,7,-8,-5,8,7,2,7,2,22,36,8,16,10,100
5383,05,F7,F8,06,FF,FE,0A,F7,FFB1,5,-9,-8,6,-1,-2,10,-9,-79,-200,8,16,10,100
5384,05,00,F8,06,01,05,00,0A,005F,5,0,-8,6,1,5,0,10,95,160,8,16,10,100
5385,05,08,FC,01,FC,08,01,F9,FFC2,5,8,-4,1,-4,8,1,-7,-62,-29,8,16,10,100
5386,02,01,06,F7,03,07,FD,0A,0047,2,1,6,-9,3,7,-3,10,71,-24,8,16,10,100
5387,FB,F9,07,09,02,F7,FE,FB,0040,-5,-7,7,9,2,-9,-2,-5,64,58,8,16,10,100
5388,04,F8,FD,06,0A,F6,FF,F9,0009,4,-8,-3,6,10,-10,-1,-7,9,90,8,16,10,100
5389,03,F8,09,01,F9,07,06,03,004E,3,-8,9,1,-7,7,6,3,78,58,8,16,10,100
5390,00,08,07,FC,F7,FC,0A,09,FFC0,0,8,7,-4,-9,-4,10,9,-64,-62,8,16,10,100
5391,FC,02,05,F7,03,00,FE,0A,0053,-4,2,5,-9,3,0,-2,10,83,-29,8,16,10,100
5392,07,FD,0A,FE,08,02,05,08,001F,7,-3,10,-2,8,2,5,8,31,115,8,16,10,100
5393,FD,FB,01,02,FD,04,F8,FD,FFF0,-3,-5,1,2,-3,4,-8,-3,-16,-41,8,16,10,100
5394,FB,02,04,FC,06,00,FE,08,FFCD,-5,2,4,-4,6,0,-2,8,-51,-121,8,16,10,100
5395,FC,05,05,05,FF,0A,FC,09,FFF5,-4,5,5,5,-1,10,-4,9,-11,68,8,16,10,100
5396,FC,FB,06,09,F8,FA,FA,01,FFE6,-4,-5,6,9,-8,-6,-6,1,-26,9,8,16,10,100
5397,0A,06,01,04,0A,F9,FB,07,0048,10,6,1,4,10,-7,-5,7,72,153,8,16,10,100
5398,02,F9,F6,07,01,FE,FF,00,001A,2,-7,-10,7,1,-2,-1,0,26,52,8,16,10,100
5399,08,04,07,F9,FF,06,01,F7,004D,8,4,7,-7,-1,6,1,-9,77,163,8,16,10,100
5400,FD,F8,FA,07,00,F6,09,09,0055,-3,-8,-6,7,0,-10,9,9,85,174,8,16,10,100
5401,08,04,F7,FA,F9,09,FA,02,FFBF,8,4,-9,-6,-7,9,-6,2,-65,-43,8,16,10,100
5402,FB,02,FF,06,F9,F8,FD,F6,0023,-5,2,-1,6,-7,-8,-3,-10,35,-3,8,16,10,100
5403,FA,F9,09,FB,FA,F8,FE,F7,FFB3,-6,-7,9,-5,-6,-8,-2,-9,-77,42,8,16,10,100
5404,F8,FA,00,03,05,04,02,FC,FFCC,-8,-6,0,3,5,4,2,-4,-52,-128,8,16,10,100
5405,F6,01,04,FD,FF,FB,FF,FC,0042,-10,1,4,-3,-1,-5,-1,-4,66,79,8,16,10,100
5406,0A,01,03,04,09,FE,07,01,0031,10,1,3,4,9,-2,7,1,49,162,8,16,10,100
5407,08,06,FC,FA,FB,06,07,09,FFBE,8,6,-4,-6,-5,6,7,9,-66,-152,8,16,10,100
5408,04,FB,F6,09,08,FD,08,F9,FFC4,4,-5,-10,9,8,-3,8,-7,-60,-156,8,16,10,100
5409,F6,00,FA,07,FF,03,FF,FF,FFCB,-10,0,-6,7,-1,3,-1,-1,-53,-44,8,16,10,100
5410,F7,08,01,F9,F8,05,03,05,002B,-9,8,1,-7,-8,5,3,5,43,123,8,16,10,100
5411,FE,09,05,F7,FE,02,F8,FE,001F,-2,9,5,-9,-2,2,-8,-2,31,31,8,16,10,100
5412,FC,FB,04,F8,FD,09,FE,F7,FFB1,-4,-5,4,-8,-3,9,-2,-9,-79,-48,8,16,10,100
5413,05,04,FE,FD,08,08,FC,04,FF9D,5,4,-2,-3,8,8,-4,4,-99,-31,8,16,10,100
5414,F7,09,04,00,0A,01,02,00,FFED,-9,9,4,0,10,1,2,0,-19,-92,8,16,10,100
5415,05,F6,02,FD,00,07,FB,06,FFF3,5,-10,2,-3,0,7,-5,6,-13,-111,8,16,10,100
5416,FA,07,02,02,F8,01,04,F7,FFA5,-6,7,2,2,-8,1,4,-9,-91,-46,8,16,10,100
5417,05,01,07,FA,FF,F9,08,F8,0053,5,1,7,-6,-1,-7,8,-8,83,175,8,16,10,100
5418,FE,F6,F7,03,01,FA,04,04,FFFA,-2,-10,-9,3,1,-6,4,4,-6,28,8,16,10,100
5419,02,03,09,FD,F6,F8,FB,F7,005A,2,3,9,-3,-10,-8,-5,-9,90,28,8,16,10,100
5420,00,02,FD,06,FE,02,FF,09,0007,0,2,-3,6,-2,2,-1,9,7,68,8,16,10,100
5421,FD,01,FD,FB,02,FE,00,F9,FFAF,-3,1,-3,-5,2,-2,0,-7,-81,-54,8,16,10,100
5422,FC,03,FC,04,01,FC,F7,FE,0018,-4,3,-4,4,1,-4,-9,-2,24,36,8,16,10,100
5423,05,01,F8,07,04,FB,F7,FF,FFD0,5,1,-8,7,4,-5,-9,-1,-48,32,8,16,10,100
5424,FC,03,01,04,FC,08,09,0A,0019,-4,3,1,4,-4,8,9,10,25,114,8,16,10,100
5425,05,03,FA,FB,07,FA,F8,F6,FFCC,5,3,-6,-5,7,-6,-8,-10,-52,63,8,16,10,100
5426,05,08,0A,03,01,09,F7,FA,0035,5,8,10,3,1,9,-9,-6,53,22,8,16,10,100
5427,00,05,FD,05,F7,FA,FB,0A,FFD7,0,5,-3,5,-9,-6,-5,10,-41,-6,8,16,10,100
5428,00,F7,F7,FD,FD,FD,FD,04,FFFA,0,-9,-9,-3,-3,-3,-3,4,-6,36,8,16,10,100
5429,01,FF,FC,06,F7,07,09,F9,FFAB,1,-1,-4,6,-9,7,9,-7,-85,-179,8,16,10,100
5430,FC,06,09,02,FC,05,02,F7,FFAE,-4,6,9,2,-4,5,2,-9,-82,-36,8,16,10,100
5431,FB,02,FB,FF,04,09,03,09,FFC8,-5,2,-5,-1,4,9,3,9,-56,-82,8,16,10,100
5432,03,FC,02,02,F6,FA,F9,FA,0058,3,-4,2,2,-10,-6,-7,-6,88,56,8,16,10,100
5433,03,03,FC,06,FC,F9,02,09,FFBA,3,3,-4,6,-4,-7,2,9,-70,-57,8,16,10,100
5434,F6,FF,03,05,08,0A,F9,02,FFAD,-10,-1,3,5,8,10,-7,2,-83,-184,8,16,10,100
5435,FB,F8,FE,09,08,F6,F8,FE,000F,-5,-8,-2,9,8,-10,-8,-2,15,53,8,16,10,100
5436,05,01,FB,F7,07,09,04,02,FF9C,5,1,-5,-9,7,9,4,2,-100,-94,8,16,10,100
5437,00,F9,F9,FC,F8,0A,F7,05,0046,0,-7,-7,-4,-8,10,-9,5,70,43,8,16,10,100
5438,09,FD,06,F6,F8,FB,FC,FC,004B,9,-3,6,-10,-8,-5,-4,-4,75,34,8,16,10,100
5439,F8,08,F7,03,FB,FB,00,F6,000F,-8,8,-9,3,-5,-5,0,-10,15,-15,8,16,10,100
5440,09,04,00,FD,F6,06,04,05,FFFF,9,4,0,-3,-10,6,4,5,-1,-82,8,16,10,100
5441,FF,FF,08,03,FD,F6,08,FF,FFE4,-1,-1,8,3,-3,-10,8,-1,-28,46,8,16,10,100
5442,08,02,04,09,07,08,03,FD,FFAF,8,2,4,9,7,8,3,-3,-81,-24,8,16,10,100
5443,01,FB,02,05,00,03,05,F6,0052,1,-5,2,5,0,3,5,-10,82,27,8,16,10,100
5444,F8,02,FC,07,05,F7,00,07,FFF8,-8,2,-4,7,5,-9,0,7,-8,-17,8,16,10,100
5445,FA,03,04,07,08,F8,F8,01,0018,-6,3,4,7,8,-8,-8,1,24,-73,8,16,10,100
5446,03,01,F7,FD,FD,0A,F9,FA,002A,3,1,-9,-3,-3,10,-7,-6,42,124,8,16,10,100
5447,F8,04,04,05,05,03,F8,FC,0056,-8,4,4,5,5,3,-8,-4,86,6,8,16,10,100
5448,07,01,01,FC,06,FD,06,09,0024,7,1,1,-4,6,-3,6,9,36,45,8,16,10,100
5449,0A,08,01,FF,02,03,F8,05,0049,10,8,1,-1,2,3,-8,5,73,104,8,16,10,100
5450,F6,FA,FB,FB,FB,07,F9,03,002B,-10,-6,-5,-5,-5,7,-7,3,43,71,8,16,10,100
5451,FB,01,08,F7,01,02,02,FF,005B,-5,1,8,-9,1,2,2,-1,91,113,8,16,10,100
5452,FB,FE,04,F9,03,03,F7,06,FFFB,-5,-2,4,-7,3,3,-9,6,-5,-104,8,16,10,100
5453,09,04,FC,06,FD,FF,FD,01,0007,9,4,-4,6,-3,-1,-3,1,7,-6,8,16,10,100
5454,0A,00,03,FF,09,00,F8,04,004B,10,0,3,-1,9,0,-8,4,75,137,8,16,10,100
5455,07,01,02,08,FD,F8,08,0A,FFAF,7,1,2,8,-3,-8,8,10,-81,-14,8,16,10,100
5456,FA,06,09,00,00,06,01,F7,0063,-6,6,9,0,0,6,1,-9,99,144,8,16,10,100
5457,04,FB,FD,FE,03,01,03,FF,003B,4,-5,-3,-2,3,1,3,-1,59,59,8,16,10,100
5458,08,04,00,0A,FC,07,FF,0A,0049,8,4,0,10,-4,7,-1,10,73,169,8,16,10,100
5459,F8,FF,F7,05,F7,02,F9,03,0036,-8,-1,-9,5,-9,2,-7,3,54,202,8,16,10,100
5460,FF,05,0A,FF,09,05,06,06,002B,-1,5,10,-1,9,5,6,6,43,113,8,16,10,100
5461,0A,08,0A,00,08,F9,0A,03,002C,10,8,10,0,8,-7,10,3,44,168,8,16,10,100
5462,09,F7,06,0A,0A,04,FD,FB,FFB4,9,-9,6,10,10,4,-3,-5,-76,-90,8,16,10,100
5463,09,FF,F9,FB,03,02,03,FC,0063,9,-1,-7,-5,3,2,3,-4,99,123,8,16,10,100
5464,00,03,05,04,03,FA,00,09,FF9C,0,3,5,4,3,-6,0,9,-100,-82,8,16,10,100
5465,08,FD,F9,F9,FC,02,09,07,FFF1,8,-3,-7,-7,-4,2,9,7,-15,-165,8,16,10,100
5466,FD,FF,06,09,0A,04,FB,01,FF9E,-3,-1,6,9,10,4,-5,1,-98,-153,8,16,10,100
5467,FF,04,01,01,F7,04,06,F9,004A,-1,4,1,1,-9,4,6,-7,74,98,8,16,10,100
5468,01,FC,FE,FB,06,F8,0A,FA,FFF2,1,-4,-2,-5,6,-8,10,-6,-14,34,8,16,10,100
5469,01,05,FF,06,0A,FE,FB,F6,0057,1,5,-1,6,10,-2,-5,-10,87,32,8,16,10,100
5470,06,08,08,F8,04,02,FB,F7,0017,6,8,8,-8,4,2,-5,-9,23,95,8,16,10,100
5471,06,05,FC,02,01,01,FB,06,FFDC,6,5,-4,2,1,1,-5,6,-36,7,8,16,10,100
5472,00,09,00,07,06,03,FB,00,FFFC,0,9,0,7,6,3,-5,0,-4,23,8,16,10,100
5473,07,04,0A,06,0A,F9,02,05,0002,7,4,10,6,10,-7,2,5,2,94,8,16,10,100
5474,01,F7,05,01,04,FD,08,0A,005E,1,-9,5,1,4,-3,8,10,94,175,8,16,10,100
5475,06,08,07,04,00,08,FF,F8,0030,6,8,7,4,0,8,-1,-8,48,73,8,16,10,100
5476,02,F8,FB,0A,F8,06,F6,04,FFBD,2,-8,-5,10,-8,6,-10,4,-67,-41,8,16,10,100
5477,00,F9,FA,00,09,0A,04,FD,002A,0,-7,-6,0,9,10,4,-3,42,-52,8,16,10,100
5478,FD,F8,FA,03,FE,0A,09,03,FFCB,-3,-8,-6,3,-2,10,9,3,-53,-172,8,16,10,100
5479,0A,F9,FD,F7,FD,03,FB,04,0014,10,-7,-3,-9,-3,3,-5,4,20,-52,8,16,10,100
5480,FE,08,F7,08,07,02,07,06,001F,-2,8,-9,8,7,2,7,6,31,18,8,16,10,100
5481,06,0A,FA,08,F6,07,FB,FC,FFCD,6,10,-6,8,-10,7,-5,-4,-51,-43,8,16,10,100
5482,01,F8,06,09,02,0A,04,FD,FFE3,1,-8,6,9,2,10,4,-3,-29,-110,8,16,10,100
5483,F7,02,FA,FA,08,F6,FD,00,FF9E,-9,2,-6,-6,8,-10,-3,0,-98,-172,8,16,10,100
5484,06,08,F8,01,00,FD,F9,08,FFAE,6,8,-8,1,0,-3,-7,8,-82,-42,8,16,10,100
5485,07,F7,03,FC,0A,F8,08,FB,000B,7,-9,3,-4,10,-8,8,-5,11,197,8,16,10,100
5486,09,F7,05,FD,FD,02,02,FE,0051,9,-9,5,-3,-3,2,2,-2,81,52,8,16,10,100
5487,06,F9,F7,0A,FF,FC,00,07,004B,6,-7,-9,10,-1,-4,0,7,75,167,8,16,10,100
5488,FC,09,F6,FF,01,09,06,FA,001B,-4,9,-10,-1,1,9,6,-6,27,50,8,16,10,100
5489,05,F6,0A,0A,01,FA,FE,F9,FFCB,5,-10,10,10,1,-6,-2,-7,-53,-78,8,16,10,100
5490,FE,FE,F8,F9,09,04,F9,FA,0011,-2,-2,-8,-7,9,4,-7,-6,17,89,8,16,10,100
5491,01,08,FB,FD,05,0A,FF,06,FFF0,1,8,-5,-3,5,10,-1,6,-16,56,8,16,10,100
5492,FB,0A,0A,09,F6,03,05,FD,0003,-5,10,10,9,-10,3,5,-3,3,106,8,16,10,100
5493,08,08,0A,09,06,06,04,F9,FFD7,8,8,10,9,6,6,4,-7,-41,32,8,16,10,100
5494,03,F6,FB,F8,FE,00,0A,04,FFE4,3,-10,-5,-8,-2,0,10,4,-28,-116,8,16,10,100
5495,FA,FF,FF,05,F9,05,F9,09,0017,-6,-1,-1,5,-7,5,-7,9,23,112,8,16,10,100
5496,F9,07,FE,04,0A,FE,F9,02,0017,-7,7,-2,4,10,-2,-7,2,23,-39,8,16,10,100
5497,08,05,0A,FA,08,05,FA,00,0045,8,5,10,-6,8,5,-6,0,69,98,8,16,10,100
5498,07,FE,00,01,00,F8,09,02,0025,7,-2,0,1,0,-8,9,2,37,55,8,16,10,100
5499,F8,FD,04,07,F7,F7,F7,0A,0046,-8,-3,4,7,-9,-9,-9,10,70,203,8,16,10,100
5500,09,FD,FC,FD,09,FD,05,01,002D,9,-3,-4,-3,9,-3,5,1,45,112,8,16,10,100
5501,F9,04,FD,F8,F6,0A,09,FB,FFD1,-7,4,-3,-8,-10,10,9,-5,-47,76,8,16,10,100
5502,08,FC,00,01,00,F6,0A,FC,FFD1,8,-4,0,1,0,-10,10,-4,-47,-11,8,16,10,100
5503,FE,F6,F9,FA,F7,FF,05,08,FFE2,-2,-10,-7,-6,-9,-1,5,8,-30,-85,8,16,10,100
5504,04,02,06,F7,F9,FF,F6,08,FFC7,4,2,6,-9,-7,-1,-10,8,-57,-219,8,16,10,100
5505,03,FD,FF,FC,08,07,05,FF,FFD0,3,-3,-1,-4,8,7,5,-1,-48,-46,8,16,10,100
5506,F6,00,FE,FC,FB,FA,F8,01,003C,-10,0,-2,-4,-5,-6,-8,1,60,122,8,16,10,100
5507,F8,01,00,05,F6,01,F7,03,0061,-8,1,0,5,-10,1,-9,3,97,193,8,16,10,100
5508,01,FC,FA,FE,FB,F6,F7,0A,0018,1,-4,-6,-2,-5,-10,-9,10,24,93,8,16,10,100
5509,04,02,07,03,FD,FC,09,0A,0057,4,2,7,3,-3,-4,9,10,87,160,8,16,10,100
5510,07,FD,07,0A,F6,06,FD,F7,FFF8,7,-3,7,10,-10,6,-3,-9,-8,-207,8,16,10,100
5511,00,FF,F9,00,F9,FD,F6,00,FFA5,0,-1,-7,0,-7,-3,-10,0,-91,-18,8,16,10,100
5512,03,FB,F9,FA,06,F6,F8,04,003A,3,-5,-7,-6,6,-10,-8,4,58,158,8,16,10,100
5513,F6,0A,FF,00,03,04,09,08,FFB5,-10,10,-1,0,3,4,9,8,-75,-74,8,16,10,100
5514,F9,FE,FA,F6,F9,F8,FF,FD,0039,-7,-2,-6,-10,-7,-8,-1,-3,57,158,8,16,10,100
5515,02,FC,01,FE,FF,F8,09,FF,0058,2,-4,1,-2,-1,-8,9,-1,88,129,8,16,10,100
5516,FE,F9,03,02,06,0A,05,04,004F,-2,-7,3,2,6,10,5,4,79,20,8,16,10,100
5517,FB,02,03,06,F7,06,FE,04,FFE1,-5,2,3,6,-9,6,-2,4,-31,44,8,16,10,100
5518,09,05,06,F9,08,FC,04,00,0011,9,5,6,-7,8,-4,4,0,17,93,8,16,10,100
5519,FD,05,F8,04,FC,03,FE,FC,0057,-3,5,-8,4,-4,3,-2,-4,87,114,8,16,10,100
5520,08,07,FF,04,00,07,FF,FE,FFE3,8,7,-1,4,0,7,-1,-2,-29,13,8,16,10,100
5521,FD,FB,F9,FE,06,09,06,03,FFA2,-3,-5,-7,-2,6,9,6,3,-94,-205,8,16,10,100
5522,FB,FC,0A,FC,06,00,00,07,0019,-5,-4,10,-4,6,0,0,7,25,-33,8,16,10,100
5523,FF,09,FD,0A,07,FE,0A,02,FFD3,-1,9,-3,10,7,-2,10,2,-45,-80,8,16,10,100
5524,05,08,FF,01,F9,04,04,03,0018,5,8,-1,1,-7,4,4,3,24,20,8,16,10,100
5525,FB,06,02,FC,F7,F7,02,0A,0004,-5,6,2,-4,-9,-9,2,10,4,-41,8,16,10,100
5526,08,FF,02,03,F8,F7,FC,FC,FFEF,8,-1,2,3,-8,-9,-4,-4,-17,-92,8,16,10,100
5527,F9,0A,02,F6,07,02,07,FE,001A,-7,10,2,-10,7,2,7,-2,26,31,8,16,10,100
5528,0A,FF,01,08,F8,FA,F6,FC,FFE8,10,-1,1,8,-8,-6,-10,-4,-24,-140,8,16,10,100
5529,03,07,01,08,F9,FD,F6,F8,001F,3,7,1,8,-7,-3,-10,-8,31,-85,8,16,10,100
5530,01,FB,FB,FA,F8,04,03,FB,0027,1,-5,-5,-6,-8,4,3,-5,39,26,8,16,10,100
5531,00,08,0A,FF,0A,07,FA,F8,FFDF,0,8,10,-1,10,7,-6,-8,-33,-29,8,16,10,100
5532,08,03,F7,FE,08,F7,09,02,FFC5,8,3,-9,-2,8,-9,9,2,-59,-107,8,16,10,100
5533,07,FE,FA,08,02,FF,00,F9,004F,7,-2,-6,8,2,-1,0,-7,79,39,8,16,10,100
5534,F6,02,FA,0A,F7,08,06,08,0040,-10,2,-6,10,-9,8,6,8,64,214,8,16,10,100
5535,FB,FB,FE,06,FA,F7,07,0A,FFE1,-5,-5,-2,6,-6,-9,7,10,-31,90,8,16,10,100
5536,F7,01,04,01,08,FE,F9,07,003D,-9,1,4,1,8,-2,-7,7,61,-34,8,16,10,100
5537,05,01,FD,02,0A,06,01,F7,FFFC,5,1,-3,2,10,6,1,-9,-4,31,8,16,10,100
5538,F9,06,01,F9,06,02,05,FB,FFC3,-7,6,1,-7,6,2,5,-5,-61,-51,8,16,10,100
5539,FD,01,FA,FA,FD,FA,FC,07,FFF2,-3,1,-6,-6,-3,-6,-4,7,-14,-29,8,16,10,100
5540,07,F6,F8,01,F6,FC,FE,02,FFA1,7,-10,-8,1,-10,-4,-2,2,-95,-107,8,16,10,100
5541,FE,05,09,F7,02,02,F7,FE,0060,-2,5,9,-9,2,2,-9,-2,96,39,8,16,10,100
5542,F9,00,FA,06,FC,08,00,08,FFF0,-7,0,-6,6,-4,8,0,8,-16,60,8,16,10,100
