test_id,A0_hex,A1_hex,A2_hex,A3_hex,B0_hex,B1_hex,B2_hex,B3_hex,C0_hex,A0_real,A1_real,A2_real,A3_real,B0_real,B1_real,B2_real,B3_real,C0_real,reference_real
5116,DE,FD,E9,26,FF,33,EA,03,16,-0.53125,-0.046875,-0.359375,0.59375,-0.015625,0.796875,-0.34375,0.046875,0.34375,0.466064453125
5117,31,2C,E8,C4,F8,39,E9,09,F4,0.765625,0.6875,-0.375,-0.9375,-0.125,0.890625,-0.359375,0.140625,-0.1875,0.33203125
5118,C2,DB,D8,C3,D3,04,F5,2D,08,-0.96875,-0.578125,-0.625,-0.953125,-0.703125,0.0625,-0.171875,0.703125,0.125,0.207275390625
5119,CC,19,F0,18,F9,2A,CD,0B,3D,-0.8125,0.390625,-0.25,0.375,-0.109375,0.65625,-0.796875,0.171875,0.953125,1.56201171875
5120,14,08,26,EF,DA,E3,3C,CC,FC,0.3125,0.125,0.59375,-0.265625,-0.59375,-0.453125,0.9375,-0.8125,-0.0625,0.4677734375
5121,30,F7,35,2B,35,30,35,0F,05,0.75,-0.140625,0.828125,0.671875,0.828125,0.75,0.828125,0.234375,0.078125,1.43701171875
5122,2F,D7,F5,3A,FE,E4,36,0F,C6,0.734375,-0.640625,-0.171875,0.90625,-0.03125,-0.4375,0.84375,0.234375,-0.90625,-0.58154296875
5123,38,07,0F,C2,D3,C7,D8,E4,F0,0.875,0.109375,0.234375,-0.96875,-0.703125,-0.890625,-0.625,-0.4375,-0.25,-0.685302734375
5124,12,C1,E9,EB,F1,3D,0D,09,DF,0.28125,-0.984375,-0.359375,-0.328125,-0.234375,0.953125,0.203125,0.140625,-0.515625,-1.638916015625
5125,F2,10,20,0C,D7,E3,DE,CD,E5,-0.21875,0.25,0.5,0.1875,-0.640625,-0.453125,-0.53125,-0.796875,-0.421875,-0.81005859375
5126,0D,EA,FA,19,13,07,EA,23,20,0.203125,-0.34375,-0.09375,0.390625,0.296875,0.109375,-0.34375,0.546875,0.5,0.7685546875
5127,14,DD,2A,FD,22,D8,E5,3B,2C,0.3125,-0.546875,0.65625,-0.046875,0.53125,-0.625,-0.421875,0.921875,0.6875,0.875244140625
5128,18,08,E2,18,CD,F2,E3,1D,E0,0.375,0.125,-0.46875,0.375,-0.796875,-0.21875,-0.453125,0.453125,-0.5,-0.44384765625
5129,ED,18,0C,18,30,0C,33,F0,2D,-0.296875,0.375,0.1875,0.375,0.75,0.1875,0.796875,-0.25,0.703125,0.6064453125
5130,07,C1,C4,F2,FF,F7,D2,D9,14,0.109375,-0.984375,-0.9375,-0.21875,-0.015625,-0.140625,-0.71875,-0.609375,0.3125,1.25634765625
5131,D7,CA,D2,0B,20,F5,1B,17,29,-0.640625,-0.84375,-0.71875,0.171875,0.5,-0.171875,0.421875,0.359375,0.640625,0.223876953125
5132,DD,36,CB,CA,03,CC,F5,1B,33,-0.546875,0.84375,-0.828125,-0.84375,0.046875,-0.8125,-0.171875,0.421875,0.796875,-0.1279296875
5133,2D,2D,0C,F3,08,1E,2D,0B,D6,0.703125,0.703125,0.1875,-0.203125,0.125,0.46875,0.703125,0.171875,-0.65625,-0.141845703125
5134,2A,28,F5,30,D2,01,F1,D0,09,0.65625,0.625,-0.171875,0.75,-0.71875,0.015625,-0.234375,-0.75,0.140625,-0.843505859375
5135,36,1A,FA,D2,DD,FE,32,21,EE,0.84375,0.40625,-0.09375,-0.71875,-0.546875,-0.03125,0.78125,0.515625,-0.28125,-1.19921875
5136,15,04,11,08,D3,DE,26,35,2F,0.328125,0.0625,0.265625,0.125,-0.703125,-0.53125,0.59375,0.828125,0.734375,0.731689453125
5137,CC,09,C3,DB,C4,22,CE,17,01,-0.8125,0.140625,-0.953125,-0.578125,-0.9375,0.53125,-0.78125,0.359375,0.015625,1.388916015625
5138,0F,C9,FF,F2,30,D2,D0,2F,ED,0.234375,-0.859375,-0.015625,-0.21875,0.75,-0.71875,-0.75,0.734375,-0.296875,0.34765625
5139,C6,31,CB,17,D0,C7,0E,0C,03,-0.90625,0.765625,-0.828125,0.359375,-0.75,-0.890625,0.21875,0.1875,0.046875,-0.069091796875
5140,CC,07,F9,29,D4,0C,FC,FC,EF,-0.8125,0.109375,-0.109375,0.640625,-0.6875,0.1875,-0.0625,-0.0625,-0.265625,0.2802734375
5141,CC,F5,F8,39,FB,32,33,24,3C,-0.8125,-0.171875,-0.125,0.890625,-0.078125,0.78125,0.796875,0.5625,0.9375,1.26806640625
5142,E5,01,3B,2D,2C,E4,2B,E5,25,-0.421875,0.015625,0.921875,0.703125,0.6875,-0.4375,0.671875,-0.421875,0.578125,0.60400390625
5143,F3,E1,D6,DD,33,F4,26,F0,E0,-0.203125,-0.484375,-0.65625,-0.546875,0.796875,-0.1875,0.59375,-0.25,-0.5,-0.823974609375
5144,1F,12,39,EB,F8,C5,E1,27,CB,0.484375,0.28125,0.890625,-0.328125,-0.125,-0.921875,-0.484375,0.609375,-0.828125,-1.779296875
5145,E4,34,18,1C,EC,34,E1,33,0C,-0.4375,0.8125,0.375,0.4375,-0.3125,0.8125,-0.484375,0.796875,0.1875,1.1513671875
5146,D4,3C,D7,E1,0B,E1,F9,DD,27,-0.6875,0.9375,-0.640625,-0.484375,0.171875,-0.484375,-0.109375,-0.546875,0.609375,0.3720703125
5147,10,09,EB,F6,D0,39,C3,24,2C,0.25,0.140625,-0.328125,-0.15625,-0.75,0.890625,-0.953125,0.5625,0.6875,0.85009765625
5148,F5,C0,2F,D3,F1,3E,04,22,28,-0.171875,-1.0,0.734375,-0.703125,-0.234375,0.96875,0.0625,0.53125,0.625,-0.631103515625
5149,21,DA,FE,04,36,D6,E4,ED,0F,0.515625,-0.59375,-0.03125,0.0625,0.84375,-0.65625,-0.4375,-0.296875,0.234375,1.05419921875
5150,C5,01,D6,07,30,CC,EC,3C,F7,-0.921875,0.015625,-0.65625,0.109375,0.75,-0.8125,-0.3125,0.9375,-0.140625,-0.537109375
5151,06,32,2E,DE,D5,FA,E7,24,DF,0.09375,0.78125,0.71875,-0.53125,-0.671875,-0.09375,-0.390625,0.5625,-0.515625,-1.2314453125
5152,EB,18,D2,D7,13,06,DA,1F,D3,-0.328125,0.375,-0.71875,-0.640625,0.296875,0.09375,-0.59375,0.484375,-0.703125,-0.64892578125
5153,04,15,40,F1,12,35,EC,2C,FB,0.0625,0.328125,1.0,-0.234375,0.28125,0.828125,-0.3125,0.6875,-0.078125,-0.262451171875
5154,CA,C6,F8,C1,09,1E,CE,1D,32,-0.84375,-0.90625,-0.125,-0.984375,0.140625,0.46875,-0.78125,0.453125,0.78125,-0.110595703125
5155,31,1E,F0,E2,CC,FA,25,07,F2,0.765625,0.46875,-0.25,-0.46875,-0.8125,-0.09375,0.578125,0.109375,-0.21875,-1.08056640625
5156,CD,0E,32,E3,3A,3D,05,C1,C1,-0.796875,0.21875,0.78125,-0.453125,0.90625,0.953125,0.078125,-0.984375,-0.984375,-0.990966796875
5157,27,FB,D7,02,E3,F7,E5,01,29,0.609375,-0.078125,-0.640625,0.03125,-0.453125,-0.140625,-0.421875,0.015625,0.640625,0.646240234375
5158,E6,05,E9,D7,1B,26,0C,2B,D9,-0.40625,0.078125,-0.359375,-0.640625,0.421875,0.59375,0.1875,0.671875,-0.609375,-1.232177734375
5159,02,20,CE,3B,1D,3F,C8,F8,D6,0.03125,0.5,-0.78125,0.921875,0.453125,0.984375,-0.875,-0.125,-0.65625,0.41845703125
5160,E8,D2,E3,C5,E5,23,E0,C8,E2,-0.375,-0.71875,-0.453125,-0.921875,-0.421875,0.546875,-0.5,-0.875,-0.46875,0.32958984375
5161,21,E5,CC,17,D5,11,02,D0,04,0.515625,-0.421875,-0.8125,0.359375,-0.671875,0.265625,0.03125,-0.75,0.0625,-0.69091796875
5162,E8,35,15,EA,F5,32,E3,CD,2D,-0.375,0.828125,0.328125,-0.34375,-0.171875,0.78125,-0.453125,-0.796875,0.703125,1.539794921875
5163,08,17,01,E0,D8,11,26,3C,D3,0.125,0.359375,0.015625,-0.5,-0.625,0.265625,0.59375,0.9375,-0.703125,-1.145263671875
5164,40,CC,18,DE,15,CB,D2,C4,D3,1.0,-0.8125,0.375,-0.53125,0.328125,-0.828125,-0.71875,-0.9375,-0.703125,0.5263671875
5165,2E,C4,08,24,E2,27,EA,EA,C8,0.71875,-0.9375,0.125,0.5625,-0.46875,0.609375,-0.34375,-0.34375,-0.875,-2.01953125
5166,38,32,E2,28,22,C6,D5,34,03,0.875,0.78125,-0.46875,0.625,0.53125,-0.90625,-0.671875,0.8125,0.046875,0.62646484375
5167,2C,C8,ED,07,E2,D8,C5,33,C2,0.6875,-0.875,-0.296875,0.109375,-0.46875,-0.625,-0.921875,0.796875,-0.96875,-0.38330078125
5168,CA,F9,36,EA,10,DE,37,1B,08,-0.84375,-0.109375,0.84375,-0.34375,0.25,-0.53125,0.859375,0.421875,0.125,0.55224609375
5169,FF,F8,23,3D,10,24,DE,CD,CD,-0.015625,-0.125,0.546875,0.953125,0.25,0.5625,-0.53125,-0.796875,-0.796875,-1.921142578125
5170,DF,D1,CD,06,E7,FC,D1,19,F4,-0.515625,-0.734375,-0.796875,0.09375,-0.390625,-0.0625,-0.734375,0.390625,-0.1875,0.681640625
5171,25,F8,1A,15,21,EB,C6,FE,25,0.578125,-0.125,0.40625,0.328125,0.515625,-0.328125,-0.90625,-0.03125,0.578125,0.538818359375
5172,D4,0F,19,EC,DC,37,FA,F1,36,-0.6875,0.234375,0.390625,-0.3125,-0.5625,0.859375,-0.09375,-0.234375,0.84375,1.468505859375
5173,DC,01,26,DA,E9,C4,1F,27,DE,-0.5625,0.015625,0.59375,-0.59375,-0.359375,-0.9375,0.484375,0.609375,-0.53125,-0.41796875
5174,DC,25,09,1B,FC,20,26,1B,03,-0.5625,0.578125,0.140625,0.421875,-0.0625,0.5,0.59375,0.421875,0.046875,0.632568359375
5175,0D,D8,FD,D0,03,FE,0B,03,F7,0.203125,-0.625,-0.046875,-0.75,0.046875,-0.03125,0.171875,0.046875,-0.140625,-0.15478515625
5176,E6,EC,22,F9,FF,E6,0E,CA,05,-0.40625,-0.3125,0.53125,-0.109375,-0.015625,-0.40625,0.21875,-0.84375,0.078125,0.419921875
5177,F8,C6,D7,D3,F8,18,02,03,2A,-0.125,-0.90625,-0.640625,-0.703125,-0.125,0.375,0.03125,0.046875,0.65625,0.279052734375
5178,F1,33,CE,10,D2,F4,01,29,D2,-0.234375,0.796875,-0.78125,0.25,-0.71875,-0.1875,0.015625,0.640625,-0.71875,-0.5517578125
5179,13,D9,38,0D,3D,34,C1,1C,D4,0.296875,-0.609375,0.875,0.203125,0.953125,0.8125,-0.984375,0.4375,-0.6875,-1.672119140625
5180,2E,EA,E4,D2,E6,2C,DB,E5,0F,0.71875,-0.34375,-0.4375,-0.71875,-0.40625,0.6875,-0.578125,-0.421875,0.234375,0.26220703125
5181,E7,D1,F3,DB,0F,F4,FE,1A,20,-0.390625,-0.734375,-0.203125,-0.578125,0.234375,-0.1875,-0.03125,0.40625,0.5,0.317626953125
5182,DC,C3,1F,DA,36,09,04,C3,EE,-0.5625,-0.953125,0.484375,-0.59375,0.84375,0.140625,0.0625,-0.953125,-0.28125,-0.293701171875
5183,CC,DD,13,EC,EA,3C,F6,DA,E8,-0.8125,-0.546875,0.296875,-0.3125,-0.34375,0.9375,-0.15625,-0.59375,-0.375,-0.46923828125
5184,31,0D,0E,3B,F8,27,F0,0A,E1,0.765625,0.203125,0.21875,0.921875,-0.125,0.609375,-0.25,0.15625,-0.484375,-0.366943359375
5185,DD,30,3C,CE,F7,F8,1F,39,FF,-0.546875,0.75,0.9375,-0.78125,-0.140625,-0.125,0.484375,0.890625,-0.015625,-0.274169921875
5186,F6,D2,FA,E8,09,DB,3A,09,2A,-0.15625,-0.71875,-0.09375,-0.375,0.140625,-0.578125,0.90625,0.140625,0.65625,0.912109375
5187,32,D2,FE,CA,0C,EB,37,1E,F6,0.78125,-0.71875,-0.03125,-0.84375,0.1875,-0.328125,0.859375,0.46875,-0.15625,-0.1962890625
5188,CB,F7,12,2D,29,C9,07,23,20,-0.828125,-0.140625,0.28125,0.703125,0.640625,-0.859375,0.109375,0.546875,0.5,0.505615234375
5189,DF,15,F8,F6,F2,1D,DC,2A,CF,-0.515625,0.328125,-0.125,-0.15625,-0.21875,0.453125,-0.5625,0.65625,-0.765625,-0.536376953125
5190,31,32,FC,3C,F9,EA,3C,19,D1,0.765625,0.78125,-0.0625,0.9375,-0.109375,-0.34375,0.9375,0.390625,-0.734375,-0.779052734375
5191,DB,EF,DE,06,C1,D0,E9,34,2F,-0.578125,-0.265625,-0.53125,0.09375,-0.984375,-0.75,-0.359375,0.8125,0.734375,1.769775390625
5192,FA,09,F7,EB,EF,F6,E5,2B,35,-0.09375,0.140625,-0.140625,-0.328125,-0.265625,-0.15625,-0.421875,0.671875,0.828125,0.669921875
5193,D2,28,F5,DE,C5,32,35,FB,0B,-0.71875,0.625,-0.171875,-0.53125,-0.921875,0.78125,0.828125,-0.078125,0.171875,1.221923828125
5194,F1,15,1E,CD,FB,17,F5,31,FC,-0.234375,0.328125,0.46875,-0.796875,-0.078125,0.359375,-0.171875,0.765625,-0.0625,-0.616943359375
5195,D9,16,EF,04,CB,21,C8,F9,12,-0.609375,0.34375,-0.265625,0.0625,-0.828125,0.515625,-0.875,-0.109375,0.28125,1.188720703125
5196,21,07,11,E2,D4,E6,C4,36,17,0.515625,0.109375,0.265625,-0.46875,-0.6875,-0.40625,-0.9375,0.84375,0.359375,-0.68408203125
5197,3E,F6,1F,2A,EA,2A,39,25,FE,0.96875,-0.15625,0.484375,0.65625,-0.34375,0.65625,0.890625,0.578125,-0.03125,0.343994140625
5198,1A,11,3D,22,C4,D1,CE,FF,DB,0.40625,0.265625,0.953125,0.53125,-0.9375,-0.734375,-0.78125,-0.015625,-0.578125,-1.906982421875
5199,2D,33,03,E3,33,2D,39,38,F7,0.703125,0.796875,0.046875,-0.453125,0.796875,0.703125,0.890625,0.875,-0.140625,0.625244140625
5200,CF,1F,28,E3,D1,EB,C8,24,3B,-0.765625,0.484375,0.625,-0.453125,-0.734375,-0.328125,-0.875,0.5625,0.921875,0.5234375
5201,F3,2C,31,28,32,EE,27,28,08,-0.203125,0.6875,0.765625,0.625,0.78125,-0.28125,0.609375,0.625,0.125,0.630126953125
5202,2A,DF,DE,E7,DC,10,05,EE,C2,0.65625,-0.515625,-0.53125,-0.390625,-0.5625,0.25,0.078125,-0.28125,-0.96875,-1.3984375
5203,3E,12,34,FC,DC,DC,E3,C8,28,0.96875,0.28125,0.8125,-0.0625,-0.5625,-0.5625,-0.453125,-0.875,0.625,-0.3916015625
5204,0F,17,F6,1E,FC,0C,07,E9,18,0.234375,0.359375,-0.15625,0.46875,-0.0625,0.1875,0.109375,-0.359375,0.375,0.2421875
5205,CC,29,EC,C1,22,12,38,04,31,-0.8125,0.640625,-0.3125,-0.984375,0.53125,0.28125,0.875,0.0625,0.765625,0.17919921875
5206,EE,D3,3E,07,0B,25,C5,3A,17,-0.28125,-0.703125,0.96875,0.109375,0.171875,0.578125,-0.921875,0.90625,0.359375,-0.889404296875
5207,D8,22,22,2E,F1,0E,3A,28,D3,-0.625,0.53125,0.53125,0.71875,-0.234375,0.21875,0.90625,0.625,-0.703125,0.490234375
5208,F6,33,FF,0D,EB,D0,01,28,DB,-0.15625,0.796875,-0.015625,0.203125,-0.328125,-0.75,0.015625,0.625,-0.578125,-0.997802734375
5209,16,37,1C,E5,0F,0C,CA,0D,34,0.34375,0.859375,0.4375,-0.421875,0.234375,0.1875,-0.84375,0.203125,0.8125,0.599365234375
5210,D0,EF,FC,05,2C,0A,06,D5,2B,-0.75,-0.265625,-0.0625,0.078125,0.6875,0.15625,0.09375,-0.671875,0.671875,0.056396484375
5211,E4,CB,1B,EF,3D,DF,2E,CA,20,-0.4375,-0.828125,0.421875,-0.265625,0.953125,-0.515625,0.71875,-0.84375,0.5,1.037353515625
5212,2C,F6,3D,1F,3E,D0,0B,D9,F8,0.6875,-0.15625,0.953125,0.484375,0.96875,-0.75,0.171875,-0.609375,-0.125,0.52685546875
5213,08,E7,15,05,DC,38,0B,DB,FE,0.125,-0.390625,0.328125,0.078125,-0.5625,0.875,0.171875,-0.578125,-0.03125,-0.43212890625
5214,F4,CE,FC,DC,CF,21,34,2E,23,-0.1875,-0.78125,-0.0625,-0.5625,-0.765625,0.515625,0.8125,0.71875,0.546875,-0.16748046875
5215,38,07,EA,F6,EA,E0,E6,39,05,0.875,0.109375,-0.34375,-0.15625,-0.34375,-0.5,-0.40625,0.890625,0.078125,-0.27685546875
5216,D3,FD,FA,37,C8,F8,01,31,E7,-0.703125,-0.046875,-0.09375,0.859375,-0.875,-0.125,0.015625,0.765625,-0.390625,0.886962890625
5217,23,C8,F7,CC,02,32,06,0B,F0,0.546875,-0.875,-0.140625,-0.8125,0.03125,0.78125,0.09375,0.171875,-0.25,-1.0693359375
5218,F8,1B,E8,C1,2E,CB,E9,FA,1A,-0.125,0.421875,-0.375,-0.984375,0.71875,-0.828125,-0.359375,-0.09375,0.40625,0.194091796875
5219,3F,E5,3A,0D,04,EA,26,E4,14,0.984375,-0.421875,0.90625,0.203125,0.0625,-0.34375,0.59375,-0.4375,0.3125,0.96826171875
5220,DC,36,F8,3A,04,22,10,E3,0D,-0.5625,0.84375,-0.125,0.90625,0.0625,0.53125,0.25,-0.453125,0.203125,0.17431640625
5221,CB,20,3E,11,CF,FE,D2,13,C3,-0.828125,0.5,0.96875,0.265625,-0.765625,-0.03125,-0.71875,0.296875,-0.953125,-0.9521484375
5222,19,DD,D0,E2,CC,CD,33,FB,FC,0.390625,-0.546875,-0.75,-0.46875,-0.8125,-0.796875,0.796875,-0.078125,-0.0625,-0.505126953125
5223,2E,0D,31,D1,E8,D7,E6,D6,C1,0.71875,0.203125,0.765625,-0.734375,-0.375,-0.640625,-0.40625,-0.65625,-0.984375,-1.213134765625
5224,DC,E3,1D,05,3D,F7,2A,01,17,-0.5625,-0.453125,0.453125,0.078125,0.953125,-0.140625,0.65625,0.015625,0.359375,0.185546875
5225,35,12,25,C8,3A,FD,F7,CA,09,0.828125,0.28125,0.578125,-0.875,0.90625,-0.046875,-0.140625,-0.84375,0.140625,1.534912109375
5226,DC,0F,C8,D3,05,1A,02,3E,10,-0.5625,0.234375,-0.875,-0.703125,0.078125,0.40625,0.03125,0.96875,0.25,-0.4072265625
5227,12,C0,15,2D,C1,2D,DA,2A,D8,0.28125,-1.0,0.328125,0.703125,-0.984375,0.703125,-0.59375,0.65625,-0.625,-1.33837890625
5228,E2,2C,06,03,35,3A,D3,32,FE,-0.46875,0.6875,0.09375,0.046875,0.828125,0.90625,-0.703125,0.78125,-0.03125,0.17431640625
5229,ED,3B,04,11,39,3D,EB,F6,25,-0.296875,0.921875,0.0625,0.265625,0.890625,0.953125,-0.328125,-0.15625,0.578125,1.13037109375
5230,CD,FA,EB,FD,F3,35,DA,E5,3C,-0.796875,-0.09375,-0.328125,-0.046875,-0.203125,0.828125,-0.59375,-0.421875,0.9375,1.236328125
5231,E1,F1,0F,01,37,C2,E8,E8,EB,-0.484375,-0.234375,0.234375,0.015625,0.859375,-0.96875,-0.375,-0.375,-0.328125,-0.611083984375
5232,C3,2D,21,24,E7,F4,F5,CC,15,-0.953125,0.703125,0.515625,0.5625,-0.390625,-0.1875,-0.171875,-0.8125,0.328125,0.02294921875
5233,D0,E7,18,C7,DD,C3,FC,EE,0F,-0.75,-0.390625,0.375,-0.890625,-0.546875,-0.953125,-0.0625,-0.28125,0.234375,1.243896484375
5234,27,30,0E,2F,18,12,DB,EE,08,0.609375,0.75,0.21875,0.734375,0.375,0.28125,-0.578125,-0.28125,0.125,0.2314453125
5235,1A,3B,01,22,0B,0D,0A,C1,FA,0.40625,0.921875,0.015625,0.53125,0.171875,0.203125,0.15625,-0.984375,-0.09375,-0.357177734375
5236,1C,EC,D7,E1,01,07,D5,C1,2A,0.4375,-0.3125,-0.640625,-0.484375,0.015625,0.109375,-0.671875,-0.984375,0.65625,1.5361328125
5237,E0,37,19,1F,01,2A,E5,14,C8,-0.5,0.859375,0.390625,0.484375,0.015625,0.65625,-0.421875,0.3125,-0.875,-0.332275390625
5238,29,EE,D5,F7,05,EB,20,E9,07,0.640625,-0.28125,-0.671875,-0.140625,0.078125,-0.328125,0.5,-0.359375,0.109375,-0.03369140625
5239,E6,2E,3F,02,F0,CA,EE,FB,FB,-0.40625,0.71875,0.984375,0.03125,-0.25,-0.84375,-0.28125,-0.078125,-0.078125,-0.8623046875
5240,01,30,D5,EF,E7,2A,D8,13,FF,0.015625,0.75,-0.671875,-0.265625,-0.390625,0.65625,-0.625,0.296875,-0.015625,0.8115234375
5241,2F,2A,D1,15,F8,E0,13,14,33,0.734375,0.65625,-0.734375,0.328125,-0.125,-0.5,0.296875,0.3125,0.796875,0.261474609375
5242,29,F8,2B,F3,11,0C,1B,CB,D0,0.640625,-0.125,0.671875,-0.203125,0.265625,0.1875,0.421875,-0.828125,-0.75,-0.151611328125
5243,DA,ED,C7,36,16,0A,22,FC,04,-0.59375,-0.296875,-0.890625,0.84375,0.34375,0.15625,0.53125,-0.0625,0.0625,-0.7138671875
5244,01,2D,E7,F3,0E,DA,DD,F1,07,0.015625,0.703125,-0.390625,-0.203125,0.21875,-0.59375,-0.546875,-0.234375,0.109375,-0.04345703125
5245,25,05,31,F7,D2,F0,D5,D6,DC,0.578125,0.078125,0.765625,-0.140625,-0.71875,-0.25,-0.671875,-0.65625,-0.5625,-1.419677734375
5246,F1,ED,3A,1A,EA,22,32,F1,C2,-0.234375,-0.296875,0.90625,0.40625,-0.34375,0.53125,0.78125,-0.234375,-0.96875,-0.43310546875
5247,C6,3E,27,E4,EE,31,CB,3D,C2,-0.90625,0.96875,0.609375,-0.4375,-0.28125,0.765625,-0.828125,0.953125,-0.96875,-0.893798828125
5248,E1,3D,EA,C8,DC,C6,C2,36,3D,-0.484375,0.953125,-0.34375,-0.875,-0.5625,-0.90625,-0.96875,0.84375,0.953125,-0.04345703125
5249,06,2A,3A,F0,C7,3A,CE,24,3F,0.09375,0.65625,0.90625,-0.25,-0.890625,0.90625,-0.78125,0.5625,0.984375,0.64697265625
5250,30,E8,EA,F5,CD,1E,10,0A,E0,0.75,-0.375,-0.34375,-0.171875,-0.796875,0.46875,0.25,0.15625,-0.5,-1.38623046875
5251,ED,ED,3B,DE,CB,0A,E6,29,D5,-0.296875,-0.296875,0.921875,-0.53125,-0.828125,0.15625,-0.40625,0.640625,-0.671875,-1.187255859375
5252,2C,E8,CE,39,DB,18,D1,3D,D1,0.6875,-0.375,-0.78125,0.890625,-0.578125,0.375,-0.734375,0.953125,-0.734375,0.150146484375
5253,E8,E6,3C,15,F4,C1,38,06,DD,-0.375,-0.40625,0.9375,0.328125,-0.1875,-0.984375,0.875,0.09375,-0.546875,0.7744140625
5254,DF,CC,F2,C8,2D,0A,F3,16,D5,-0.515625,-0.8125,-0.21875,-0.875,0.703125,0.15625,-0.203125,0.34375,-0.671875,-1.417724609375
5255,30,C1,08,2D,F4,2A,E5,D4,E9,0.75,-0.984375,0.125,0.703125,-0.1875,0.65625,-0.421875,-0.6875,-0.359375,-1.68212890625
5256,3F,DF,10,EA,1E,F5,31,17,D4,0.984375,-0.515625,0.25,-0.34375,0.46875,-0.171875,0.765625,0.359375,-0.6875,-0.069580078125
5257,E9,C3,3F,35,E9,09,FA,C1,26,-0.359375,-0.953125,0.984375,0.828125,-0.359375,0.140625,-0.09375,-0.984375,0.59375,-0.318603515625
5258,E0,05,E7,0C,D5,2C,01,DC,03,-0.5,0.078125,-0.390625,0.1875,-0.671875,0.6875,0.015625,-0.5625,0.046875,0.324951171875
5259,3B,14,20,39,CD,F3,15,18,CF,0.921875,0.3125,0.5,0.890625,-0.796875,-0.203125,0.328125,0.375,-0.765625,-1.065673828125
5260,DD,C6,1A,E1,D0,F0,CF,D0,3E,-0.546875,-0.90625,0.40625,-0.484375,-0.75,-0.25,-0.765625,-0.75,0.96875,1.65771484375
5261,E8,D2,2D,28,F5,D7,EA,28,0D,-0.375,-0.71875,0.703125,0.625,-0.171875,-0.640625,-0.34375,0.625,0.203125,0.876953125
5262,27,1E,CB,D0,FD,F0,0C,3F,2E,0.609375,0.46875,-0.828125,-0.75,-0.046875,-0.25,0.1875,0.984375,0.71875,-0.320556640625
5263,E7,EF,2A,1E,F8,1F,E7,23,FD,-0.390625,-0.265625,0.65625,0.46875,-0.125,0.484375,-0.390625,0.546875,-0.046875,-0.126708984375
5264,C3,27,E8,ED,F7,C3,17,02,C7,-0.953125,0.609375,-0.375,-0.296875,-0.140625,-0.953125,0.359375,0.03125,-0.890625,-1.4814453125
5265,D7,E9,C3,E7,29,CB,35,0D,0D,-0.640625,-0.359375,-0.953125,-0.390625,0.640625,-0.828125,0.828125,0.203125,0.203125,-0.7783203125
5266,1E,19,D3,15,07,01,29,E9,16,0.46875,0.390625,-0.703125,0.328125,0.109375,0.015625,0.640625,-0.359375,0.34375,-0.167236328125
5267,DB,1D,2B,2C,3D,0E,23,F1,11,-0.578125,0.453125,0.671875,0.6875,0.953125,0.21875,0.546875,-0.234375,0.265625,0.02001953125
5268,38,0B,D4,38,13,06,0B,3E,27,0.875,0.171875,-0.6875,0.875,0.296875,0.09375,0.171875,0.96875,0.609375,1.61474609375
5269,02,39,0D,F0,E8,E7,3C,E7,DF,0.03125,0.890625,0.203125,-0.25,-0.375,-0.390625,0.9375,-0.390625,-0.515625,-0.587158203125
5270,09,F5,FA,C5,D5,E2,06,1F,19,0.140625,-0.171875,-0.09375,-0.921875,-0.671875,-0.46875,0.09375,0.484375,0.390625,-0.07861328125
5271,37,D2,C1,26,30,F9,29,DF,24,0.859375,-0.71875,-0.984375,0.59375,0.75,-0.109375,0.640625,-0.515625,0.5625,0.348876953125
5272,F5,3D,19,C8,0C,0F,ED,D1,E8,-0.171875,0.953125,0.390625,-0.875,0.1875,0.234375,-0.296875,-0.734375,-0.375,0.3427734375
5273,01,F0,39,1A,08,F1,09,EB,F4,0.015625,-0.25,0.890625,0.40625,0.125,-0.234375,0.140625,-0.328125,-0.1875,-0.135009765625
5274,2C,F3,E8,F9,C9,40,DE,C6,13,0.6875,-0.203125,-0.375,-0.109375,-0.859375,1.0,-0.53125,-0.90625,0.296875,-0.19873046875
5275,23,DF,28,FD,21,CC,E9,12,C6,0.546875,-0.515625,0.625,-0.046875,0.515625,-0.8125,-0.359375,0.28125,-0.90625,-0.443115234375
5276,24,2A,CC,F9,11,02,32,CE,30,0.5625,0.65625,-0.8125,-0.109375,0.265625,0.03125,0.78125,-0.78125,0.75,0.37060546875
5277,D3,F6,D8,E5,F6,2A,2D,FB,40,-0.703125,-0.15625,-0.625,-0.421875,-0.15625,0.65625,0.703125,-0.078125,1.0,0.600830078125
5278,08,F4,08,2E,0A,C2,F8,DF,FE,0.125,-0.1875,0.125,0.71875,0.15625,-0.96875,-0.125,-0.515625,-0.03125,-0.21630859375
5279,1F,1F,FC,DE,16,F2,C6,0C,FC,0.484375,0.484375,-0.0625,-0.53125,0.34375,-0.21875,-0.90625,0.1875,-0.0625,-0.044921875
5280,D3,E5,FD,1A,ED,30,C3,33,18,-0.703125,-0.421875,-0.046875,0.40625,-0.296875,0.75,-0.953125,0.796875,0.375,0.6357421875
5281,EF,DA,2E,0A,F5,C6,D7,F8,E7,-0.265625,-0.59375,0.71875,0.15625,-0.171875,-0.90625,-0.640625,-0.125,-0.390625,-0.286865234375
5282,E6,23,EB,2F,11,26,1B,F5,D1,-0.40625,0.546875,-0.328125,0.734375,0.265625,0.59375,0.421875,-0.171875,-0.734375,-0.7822265625
