# vector_id a_hex b_hex golden_hex delta sign_case
76233 5003 79C4 79AA 2497 opposite_sign
76234 5003 79C5 79AB 2498 opposite_sign
76235 5003 79C6 79AC 2499 opposite_sign
76236 5003 79C7 79AE 2500 opposite_sign
76237 5003 79C8 79AF 2501 opposite_sign
76238 5003 79C9 79B0 2502 opposite_sign
76239 5003 79CA 79B1 2503 opposite_sign
76240 5003 79CB 79B2 2504 opposite_sign
76241 5003 79CC 79B3 2505 opposite_sign
76242 5003 79CD 79B4 2506 opposite_sign
76243 5003 79CE 79B5 2507 opposite_sign
76244 5003 79CF 79B6 2508 opposite_sign
76245 5003 79D0 79B7 2509 opposite_sign
76246 5003 79D1 79B8 2510 opposite_sign
76247 5003 79D2 79B9 2511 opposite_sign
76248 5003 79D3 79BA 2512 opposite_sign
76249 5003 79D4 79BB 2513 opposite_sign
76250 5003 79D5 79BC 2514 opposite_sign
76251 5003 79D6 79BD 2515 opposite_sign
76252 5003 79D7 79BE 2516 opposite_sign
76253 5003 79D8 79BF 2517 opposite_sign
76254 5003 79D9 79C0 2518 opposite_sign
76255 5003 79DA 79C1 2519 opposite_sign
76256 5003 79DB 79C2 2520 opposite_sign
76257 5003 79DC 79C3 2521 opposite_sign
76258 5003 79DD 79C4 2522 opposite_sign
76259 5003 79DE 79C5 2523 opposite_sign
76260 5003 79DF 79C6 2524 opposite_sign
76261 5003 79E0 79C7 2525 opposite_sign
76262 5003 79E1 79C8 2526 opposite_sign
76263 5003 79E2 79C9 2527 opposite_sign
76264 5003 79E3 79CA 2528 opposite_sign
76265 5003 79E4 79CC 2529 opposite_sign
76266 5003 79E5 79CD 2530 opposite_sign
76267 5003 79E6 79CE 2531 opposite_sign
76268 5003 79E7 79CF 2532 opposite_sign
76269 5003 79E8 79D0 2533 opposite_sign
76270 5003 79E9 79D1 2534 opposite_sign
76271 5003 79EA 79D2 2535 opposite_sign
76272 5003 79EB 79D3 2536 opposite_sign
76273 5003 79EC 79D4 2537 opposite_sign
76274 5003 79ED 79D5 2538 opposite_sign
76275 5003 79EE 79D6 2539 opposite_sign
76276 5003 79EF 79D7 2540 opposite_sign
76277 5003 79F0 79D8 2541 opposite_sign
76278 5003 79F1 79D9 2542 opposite_sign
76279 5003 79F2 79DA 2543 opposite_sign
76280 5003 79F3 79DB 2544 opposite_sign
76281 5003 79F4 79DC 2545 opposite_sign
76282 5003 79F5 79DD 2546 opposite_sign
76283 5003 79F6 79DE 2547 opposite_sign
76284 5003 79F7 79DF 2548 opposite_sign
76285 5003 79F8 79E0 2549 opposite_sign
76286 5003 79F9 79E1 2550 opposite_sign
76287 5003 79FA 79E2 2551 opposite_sign
76288 5003 79FB 79E3 2552 opposite_sign
76289 5003 79FC 79E4 2553 opposite_sign
76290 5003 79FD 79E5 2554 opposite_sign
76291 5003 79FE 79E6 2555 opposite_sign
76292 5003 79FF 79E7 2556 opposite_sign
76293 5003 7A00 79E8 2557 opposite_sign
76294 5003 7A01 79E9 2558 opposite_sign
76295 5003 7A02 79EB 2559 opposite_sign
76296 5003 7A03 79EC 2560 opposite_sign
76297 5003 7A04 79ED 2561 opposite_sign
76298 5003 7A05 79EE 2562 opposite_sign
76299 5003 7A06 79EF 2563 opposite_sign
76300 5003 7A07 79F0 2564 opposite_sign
76301 5003 7A08 79F1 2565 opposite_sign
76302 5003 7A09 79F2 2566 opposite_sign
76303 5003 7A0A 79F3 2567 opposite_sign
76304 5003 7A0B 79F4 2568 opposite_sign
76305 5003 7A0C 79F5 2569 opposite_sign
76306 5003 7A0D 79F6 2570 opposite_sign
76307 5003 7A0E 79F7 2571 opposite_sign
76308 5003 7A0F 79F8 2572 opposite_sign
76309 5003 7A10 79F9 2573 opposite_sign
76310 5003 7A11 79FA 2574 opposite_sign
76311 5003 7A12 79FB 2575 opposite_sign
76312 5003 7A13 79FC 2576 opposite_sign
76313 5003 7A14 79FD 2577 opposite_sign
76314 5003 7A15 79FE 2578 opposite_sign
76315 5003 7A16 79FF 2579 opposite_sign
76316 5003 7A17 7A00 2580 opposite_sign
76317 5003 7A18 7A01 2581 opposite_sign
76318 5003 7A19 7A02 2582 opposite_sign
76319 5003 7A1A 7A03 2583 opposite_sign
76320 5003 7A1B 7A04 2584 opposite_sign
76321 5003 7A1C 7A05 2585 opposite_sign
76322 5003 7A1D 7A06 2586 opposite_sign
76323 5003 7A1E 7A07 2587 opposite_sign
76324 5003 7A1F 7A08 2588 opposite_sign
76325 5003 7A20 7A09 2589 opposite_sign
76326 5003 7A21 7A0A 2590 opposite_sign
76327 5003 7A22 7A0C 2591 opposite_sign
76328 5003 7A23 7A0D 2592 opposite_sign
76329 5003 7A24 7A0E 2593 opposite_sign
76330 5003 7A25 7A0F 2594 opposite_sign
76331 5003 7A26 7A10 2595 opposite_sign
76332 5003 7A27 7A11 2596 opposite_sign
76333 5003 7A28 7A12 2597 opposite_sign
76334 5003 7A29 7A13 2598 opposite_sign
76335 5003 7A2A 7A14 2599 opposite_sign
76336 5003 7A2B 7A15 2600 opposite_sign
76337 5003 7A2C 7A16 2601 opposite_sign
76338 5003 7A2D 7A17 2602 opposite_sign
76339 5003 7A2E 7A18 2603 opposite_sign
76340 5003 7A2F 7A19 2604 opposite_sign
76341 5003 7A30 7A1A 2605 opposite_sign
76342 5003 7A31 7A1B 2606 opposite_sign
76343 5003 7A32 7A1C 2607 opposite_sign
76344 5003 7A33 7A1D 2608 opposite_sign
76345 5003 7A34 7A1E 2609 opposite_sign
76346 5003 7A35 7A1F 2610 opposite_sign
76347 5003 7A36 7A20 2611 opposite_sign
76348 5003 7A37 7A21 2612 opposite_sign
76349 5003 7A38 7A22 2613 opposite_sign
76350 5003 7A39 7A23 2614 opposite_sign
76351 5003 7A3A 7A24 2615 opposite_sign
76352 5003 7A3B 7A25 2616 opposite_sign
76353 5003 7A3C 7A26 2617 opposite_sign
76354 5003 7A3D 7A27 2618 opposite_sign
76355 5003 7A3E 7A28 2619 opposite_sign
76356 5003 7A3F 7A29 2620 opposite_sign
76357 5003 7A40 7A2A 2621 opposite_sign
76358 5003 7A41 7A2B 2622 opposite_sign
76359 5003 7A42 7A2C 2623 opposite_sign
76360 5003 7A43 7A2E 2624 opposite_sign
76361 5003 7A44 7A2F 2625 opposite_sign
76362 5003 7A45 7A30 2626 opposite_sign
76363 5003 7A46 7A31 2627 opposite_sign
76364 5003 7A47 7A32 2628 opposite_sign
76365 5003 7A48 7A33 2629 opposite_sign
76366 5003 7A49 7A34 2630 opposite_sign
76367 5003 7A4A 7A35 2631 opposite_sign
76368 5003 7A4B 7A36 2632 opposite_sign
76369 5003 7A4C 7A37 2633 opposite_sign
76370 5003 7A4D 7A38 2634 opposite_sign
76371 5003 7A4E 7A39 2635 opposite_sign
76372 5003 7A4F 7A3A 2636 opposite_sign
76373 5003 7A50 7A3B 2637 opposite_sign
76374 5003 7A51 7A3C 2638 opposite_sign
76375 5003 7A52 7A3D 2639 opposite_sign
76376 5003 7A53 7A3E 2640 opposite_sign
76377 5003 7A54 7A3F 2641 opposite_sign
76378 5003 7A55 7A40 2642 opposite_sign
76379 5003 7A56 7A41 2643 opposite_sign
76380 5003 7A57 7A42 2644 opposite_sign
76381 5003 7A58 7A43 2645 opposite_sign
76382 5003 7A59 7A44 2646 opposite_sign
76383 5003 7A5A 7A45 2647 opposite_sign
76384 5003 7A5B 7A46 2648 opposite_sign
76385 5003 7A5C 7A47 2649 opposite_sign
76386 5003 7A5D 7A48 2650 opposite_sign
76387 5003 7A5E 7A49 2651 opposite_sign
76388 5003 7A5F 7A4A 2652 opposite_sign
76389 5003 7A60 7A4B 2653 opposite_sign
76390 5003 7A61 7A4C 2654 opposite_sign
76391 5003 7A62 7A4D 2655 opposite_sign
76392 5003 7A63 7A4E 2656 opposite_sign
76393 5003 7A64 7A4F 2657 opposite_sign
76394 5003 7A65 7A51 2658 opposite_sign
76395 5003 7A66 7A52 2659 opposite_sign
76396 5003 7A67 7A53 2660 opposite_sign
76397 5003 7A68 7A54 2661 opposite_sign
76398 5003 7A69 7A55 2662 opposite_sign
76399 5003 7A6A 7A56 2663 opposite_sign
76400 5003 7A6B 7A57 2664 opposite_sign
76401 5003 7A6C 7A58 2665 opposite_sign
76402 5003 7A6D 7A59 2666 opposite_sign
76403 5003 7A6E 7A5A 2667 opposite_sign
76404 5003 7A6F 7A5B 2668 opposite_sign
76405 5003 7A70 7A5C 2669 opposite_sign
76406 5003 7A71 7A5D 2670 opposite_sign
76407 5003 7A72 7A5E 2671 opposite_sign
76408 5003 7A73 7A5F 2672 opposite_sign
76409 5003 7A74 7A60 2673 opposite_sign
76410 5003 7A75 7A61 2674 opposite_sign
76411 5003 7A76 7A62 2675 opposite_sign
76412 5003 7A77 7A63 2676 opposite_sign
76413 5003 7A78 7A64 2677 opposite_sign
76414 5003 7A79 7A65 2678 opposite_sign
76415 5003 7A7A 7A66 2679 opposite_sign
76416 5003 7A7B 7A67 2680 opposite_sign
76417 5003 7A7C 7A68 2681 opposite_sign
76418 5003 7A7D 7A69 2682 opposite_sign
76419 5003 7A7E 7A6A 2683 opposite_sign
76420 5003 7A7F 7A6B 2684 opposite_sign
76421 5003 7A80 7A6C 2685 opposite_sign
76422 5003 7A81 7A6D 2686 opposite_sign
76423 5003 7A82 7A6E 2687 opposite_sign
76424 5003 7A83 7A6F 2688 opposite_sign
76425 5003 7A84 7A70 2689 opposite_sign
76426 5003 7A85 7A71 2690 opposite_sign
76427 5003 7A86 7A72 2691 opposite_sign
76428 5003 7A87 7A73 2692 opposite_sign
76429 5003 7A88 7A74 2693 opposite_sign
76430 5003 7A89 7A75 2694 opposite_sign
76431 5003 7A8A 7A77 2695 opposite_sign
76432 5003 7A8B 7A78 2696 opposite_sign
76433 5003 7A8C 7A79 2697 opposite_sign
76434 5003 7A8D 7A7A 2698 opposite_sign
76435 5003 7A8E 7A7B 2699 opposite_sign
76436 5003 7A8F 7A7C 2700 opposite_sign
76437 5003 7A90 7A7D 2701 opposite_sign
76438 5003 7A91 7A7E 2702 opposite_sign
76439 5003 7A92 7A7F 2703 opposite_sign
76440 5003 7A93 7A80 2704 opposite_sign
76441 5003 7A94 7A81 2705 opposite_sign
76442 5003 7A95 7A82 2706 opposite_sign
76443 5003 7A96 7A83 2707 opposite_sign
76444 5003 7A97 7A84 2708 opposite_sign
76445 5003 7A98 7A85 2709 opposite_sign
76446 5003 7A99 7A86 2710 opposite_sign
76447 5003 7A9A 7A87 2711 opposite_sign
76448 5003 7A9B 7A88 2712 opposite_sign
76449 5003 7A9C 7A89 2713 opposite_sign
76450 5003 7A9D 7A8A 2714 opposite_sign
76451 5003 7A9E 7A8B 2715 opposite_sign
76452 5003 7A9F 7A8C 2716 opposite_sign
76453 5003 7AA0 7A8D 2717 opposite_sign
76454 5003 7AA1 7A8E 2718 opposite_sign
76455 5003 7AA2 7A8F 2719 opposite_sign
76456 5003 7AA3 7A90 2720 opposite_sign
76457 5003 7AA4 7A91 2721 opposite_sign
76458 5003 7AA5 7A92 2722 opposite_sign
76459 5003 7AA6 7A93 2723 opposite_sign
76460 5003 7AA7 7A94 2724 opposite_sign
76461 5003 7AA8 7A95 2725 opposite_sign
76462 5003 7AA9 7A96 2726 opposite_sign
76463 5003 7AAA 7A97 2727 opposite_sign
76464 5003 7AAB 7A98 2728 opposite_sign
76465 5003 7AAC 7A99 2729 opposite_sign
76466 5003 7AAD 7A9A 2730 opposite_sign
76467 5003 7AAE 7A9B 2731 opposite_sign
76468 5003 7AAF 7A9C 2732 opposite_sign
76469 5003 7AB0 7A9E 2733 opposite_sign
76470 5003 7AB1 7A9F 2734 opposite_sign
76471 5003 7AB2 7AA0 2735 opposite_sign
76472 5003 7AB3 7AA1 2736 opposite_sign
76473 5003 7AB4 7AA2 2737 opposite_sign
76474 5003 7AB5 7AA3 2738 opposite_sign
76475 5003 7AB6 7AA4 2739 opposite_sign
76476 5003 7AB7 7AA5 2740 opposite_sign
76477 5003 7AB8 7AA6 2741 opposite_sign
76478 5003 7AB9 7AA7 2742 opposite_sign
76479 5003 7ABA 7AA8 2743 opposite_sign
76480 5003 7ABB 7AA9 2744 opposite_sign
76481 5003 7ABC 7AAA 2745 opposite_sign
76482 5003 7ABD 7AAB 2746 opposite_sign
76483 5003 7ABE 7AAC 2747 opposite_sign
76484 5003 7ABF 7AAD 2748 opposite_sign
76485 5003 7AC0 7AAE 2749 opposite_sign
76486 5003 7AC1 7AAF 2750 opposite_sign
76487 5003 7AC2 7AB0 2751 opposite_sign
76488 5003 7AC3 7AB1 2752 opposite_sign
76489 5003 7AC4 7AB2 2753 opposite_sign
76490 5003 7AC5 7AB3 2754 opposite_sign
76491 5003 7AC6 7AB4 2755 opposite_sign
76492 5003 7AC7 7AB5 2756 opposite_sign
76493 5003 7AC8 7AB6 2757 opposite_sign
76494 5003 7AC9 7AB7 2758 opposite_sign
76495 5003 7ACA 7AB8 2759 opposite_sign
76496 5003 7ACB 7AB9 2760 opposite_sign
76497 5003 7ACC 7ABA 2761 opposite_sign
76498 5003 7ACD 7ABB 2762 opposite_sign
76499 5003 7ACE 7ABC 2763 opposite_sign
76500 5003 7ACF 7ABD 2764 opposite_sign
76501 5003 7AD0 7ABE 2765 opposite_sign
76502 5003 7AD1 7ABF 2766 opposite_sign
76503 5003 7AD2 7AC0 2767 opposite_sign
76504 5003 7AD3 7AC1 2768 opposite_sign
76505 5003 7AD4 7AC2 2769 opposite_sign
76506 5003 7AD5 7AC3 2770 opposite_sign
76507 5003 7AD6 7AC4 2771 opposite_sign
76508 5003 7AD7 7AC5 2772 opposite_sign
76509 5003 7AD8 7AC6 2773 opposite_sign
76510 5003 7AD9 7AC8 2774 opposite_sign
76511 5003 7ADA 7AC9 2775 opposite_sign
76512 5003 7ADB 7ACA 2776 opposite_sign
76513 5003 7ADC 7ACB 2777 opposite_sign
76514 5003 7ADD 7ACC 2778 opposite_sign
76515 5003 7ADE 7ACD 2779 opposite_sign
76516 5003 7ADF 7ACE 2780 opposite_sign
76517 5003 7AE0 7ACF 2781 opposite_sign
76518 5003 7AE1 7AD0 2782 opposite_sign
76519 5003 7AE2 7AD1 2783 opposite_sign
76520 5003 7AE3 7AD2 2784 opposite_sign
76521 5003 7AE4 7AD3 2785 opposite_sign
76522 5003 7AE5 7AD4 2786 opposite_sign
76523 5003 7AE6 7AD5 2787 opposite_sign
76524 5003 7AE7 7AD6 2788 opposite_sign
76525 5003 7AE8 7AD7 2789 opposite_sign
76526 5003 7AE9 7AD8 2790 opposite_sign
76527 5003 7AEA 7AD9 2791 opposite_sign
76528 5003 7AEB 7ADA 2792 opposite_sign
76529 5003 7AEC 7ADB 2793 opposite_sign
76530 5003 7AED 7ADC 2794 opposite_sign
76531 5003 7AEE 7ADD 2795 opposite_sign
76532 5003 7AEF 7ADE 2796 opposite_sign
76533 5003 7AF0 7ADF 2797 opposite_sign
76534 5003 7AF1 7AE0 2798 opposite_sign
76535 5003 7AF2 7AE1 2799 opposite_sign
76536 5003 7AF3 7AE2 2800 opposite_sign
76537 5003 7AF4 7AE3 2801 opposite_sign
76538 5003 7AF5 7AE4 2802 opposite_sign
76539 5003 7AF6 7AE5 2803 opposite_sign
76540 5003 7AF7 7AE6 2804 opposite_sign
76541 5003 7AF8 7AE7 2805 opposite_sign
76542 5003 7AF9 7AE8 2806 opposite_sign
76543 5003 7AFA 7AE9 2807 opposite_sign
76544 5003 7AFB 7AEA 2808 opposite_sign
76545 5003 7AFC 7AEB 2809 opposite_sign
76546 5003 7AFD 7AEC 2810 opposite_sign
76547 5003 7AFE 7AED 2811 opposite_sign
76548 5003 7AFF 7AEE 2812 opposite_sign
76549 5003 7B00 7AEF 2813 opposite_sign
76550 5003 7B01 7AF0 2814 opposite_sign
76551 5003 7B02 7AF1 2815 opposite_sign
76552 5003 7B03 7AF2 2816 opposite_sign
76553 5003 7B04 7AF4 2817 opposite_sign
76554 5003 7B05 7AF5 2818 opposite_sign
76555 5003 7B06 7AF6 2819 opposite_sign
76556 5003 7B07 7AF7 2820 opposite_sign
76557 5003 7B08 7AF8 2821 opposite_sign
76558 5003 7B09 7AF9 2822 opposite_sign
76559 5003 7B0A 7AFA 2823 opposite_sign
76560 5003 7B0B 7AFB 2824 opposite_sign
76561 5003 7B0C 7AFC 2825 opposite_sign
76562 5003 7B0D 7AFD 2826 opposite_sign
76563 5003 7B0E 7AFE 2827 opposite_sign
76564 5003 7B0F 7AFF 2828 opposite_sign
76565 5003 7B10 7B00 2829 opposite_sign
76566 5003 7B11 7B01 2830 opposite_sign
76567 5003 7B12 7B02 2831 opposite_sign
76568 5003 7B13 7B03 2832 opposite_sign
76569 5003 7B14 7B04 2833 opposite_sign
76570 5003 7B15 7B05 2834 opposite_sign
76571 5003 7B16 7B06 2835 opposite_sign
76572 5003 7B17 7B07 2836 opposite_sign
76573 5003 7B18 7B08 2837 opposite_sign
76574 5003 7B19 7B09 2838 opposite_sign
76575 5003 7B1A 7B0A 2839 opposite_sign
76576 5003 7B1B 7B0B 2840 opposite_sign
76577 5003 7B1C 7B0C 2841 opposite_sign
76578 5003 7B1D 7B0D 2842 opposite_sign
76579 5003 7B1E 7B0E 2843 opposite_sign
76580 5003 7B1F 7B0F 2844 opposite_sign
76581 5003 7B20 7B10 2845 opposite_sign
76582 5003 7B21 7B11 2846 opposite_sign
76583 5003 7B22 7B12 2847 opposite_sign
76584 5003 7B23 7B13 2848 opposite_sign
76585 5003 7B24 7B14 2849 opposite_sign
76586 5003 7B25 7B15 2850 opposite_sign
76587 5003 7B26 7B16 2851 opposite_sign
76588 5003 7B27 7B17 2852 opposite_sign
76589 5003 7B28 7B18 2853 opposite_sign
76590 5003 7B29 7B19 2854 opposite_sign
76591 5003 7B2A 7B1A 2855 opposite_sign
76592 5003 7B2B 7B1B 2856 opposite_sign
76593 5003 7B2C 7B1C 2857 opposite_sign
76594 5003 7B2D 7B1D 2858 opposite_sign
76595 5003 7B2E 7B1E 2859 opposite_sign
76596 5003 7B2F 7B1F 2860 opposite_sign
76597 5003 7B30 7B20 2861 opposite_sign
76598 5003 7B31 7B22 2862 opposite_sign
76599 5003 7B32 7B23 2863 opposite_sign
76600 5003 7B33 7B24 2864 opposite_sign
76601 5003 7B34 7B25 2865 opposite_sign
76602 5003 7B35 7B26 2866 opposite_sign
76603 5003 7B36 7B27 2867 opposite_sign
76604 5003 7B37 7B28 2868 opposite_sign
76605 5003 7B38 7B29 2869 opposite_sign
76606 5003 7B39 7B2A 2870 opposite_sign
76607 5003 7B3A 7B2B 2871 opposite_sign
76608 5003 7B3B 7B2C 2872 opposite_sign
76609 5003 7B3C 7B2D 2873 opposite_sign
76610 5003 7B3D 7B2E 2874 opposite_sign
76611 5003 7B3E 7B2F 2875 opposite_sign
76612 5003 7B3F 7B30 2876 opposite_sign
76613 5003 7B40 7B31 2877 opposite_sign
76614 5003 7B41 7B32 2878 opposite_sign
76615 5003 7B42 7B33 2879 opposite_sign
76616 5003 7B43 7B34 2880 opposite_sign
76617 5003 7B44 7B35 2881 opposite_sign
76618 5003 7B45 7B36 2882 opposite_sign
76619 5003 7B46 7B37 2883 opposite_sign
76620 5003 7B47 7B38 2884 opposite_sign
76621 5003 7B48 7B39 2885 opposite_sign
76622 5003 7B49 7B3A 2886 opposite_sign
76623 5003 7B4A 7B3B 2887 opposite_sign
76624 5003 7B4B 7B3C 2888 opposite_sign
76625 5003 7B4C 7B3D 2889 opposite_sign
76626 5003 7B4D 7B3E 2890 opposite_sign
76627 5003 7B4E 7B3F 2891 opposite_sign
76628 5003 7B4F 7B40 2892 opposite_sign
76629 5003 7B50 7B41 2893 opposite_sign
76630 5003 7B51 7B42 2894 opposite_sign
76631 5003 7B52 7B43 2895 opposite_sign
76632 5003 7B53 7B44 2896 opposite_sign
76633 5003 7B54 7B45 2897 opposite_sign
76634 5003 7B55 7B46 2898 opposite_sign
76635 5003 7B56 7B47 2899 opposite_sign
76636 5003 7B57 7B48 2900 opposite_sign
76637 5003 7B58 7B49 2901 opposite_sign
76638 5003 7B59 7B4A 2902 opposite_sign
76639 5003 7B5A 7B4B 2903 opposite_sign
76640 5003 7B5B 7B4C 2904 opposite_sign
76641 5003 7B5C 7B4D 2905 opposite_sign
76642 5003 7B5D 7B4E 2906 opposite_sign
76643 5003 7B5E 7B4F 2907 opposite_sign
76644 5003 7B5F 7B50 2908 opposite_sign
76645 5003 7B60 7B51 2909 opposite_sign
76646 5003 7B61 7B52 2910 opposite_sign
76647 5003 7B62 7B54 2911 opposite_sign
76648 5003 7B63 7B55 2912 opposite_sign
76649 5003 7B64 7B56 2913 opposite_sign
76650 5003 7B65 7B57 2914 opposite_sign
76651 5003 7B66 7B58 2915 opposite_sign
76652 5003 7B67 7B59 2916 opposite_sign
76653 5003 7B68 7B5A 2917 opposite_sign
76654 5003 7B69 7B5B 2918 opposite_sign
76655 5003 7B6A 7B5C 2919 opposite_sign
76656 5003 7B6B 7B5D 2920 opposite_sign
76657 5003 7B6C 7B5E 2921 opposite_sign
76658 5003 7B6D 7B5F 2922 opposite_sign
76659 5003 7B6E 7B60 2923 opposite_sign
76660 5003 7B6F 7B61 2924 opposite_sign
76661 5003 7B70 7B62 2925 opposite_sign
76662 5003 7B71 7B63 2926 opposite_sign
76663 5003 7B72 7B64 2927 opposite_sign
76664 5003 7B73 7B65 2928 opposite_sign
76665 5003 7B74 7B66 2929 opposite_sign
76666 5003 7B75 7B67 2930 opposite_sign
76667 5003 7B76 7B68 2931 opposite_sign
76668 5003 7B77 7B69 2932 opposite_sign
76669 5003 7B78 7B6A 2933 opposite_sign
76670 5003 7B79 7B6B 2934 opposite_sign
76671 5003 7B7A 7B6C 2935 opposite_sign
76672 5003 7B7B 7B6D 2936 opposite_sign
76673 5003 7B7C 7B6E 2937 opposite_sign
76674 5003 7B7D 7B6F 2938 opposite_sign
76675 5003 7B7E 7B70 2939 opposite_sign
76676 5003 7B7F 7B71 2940 opposite_sign
76677 5003 7B80 7B72 2941 opposite_sign
76678 5003 7B81 7B73 2942 opposite_sign
76679 5003 7B82 7B74 2943 opposite_sign
76680 5003 7B83 7B75 2944 opposite_sign
76681 5003 7B84 7B76 2945 opposite_sign
76682 5003 7B85 7B77 2946 opposite_sign
76683 5003 7B86 7B78 2947 opposite_sign
76684 5003 7B87 7B79 2948 opposite_sign
76685 5003 7B88 7B7A 2949 opposite_sign
76686 5003 7B89 7B7B 2950 opposite_sign
76687 5003 7B8A 7B7C 2951 opposite_sign
76688 5003 7B8B 7B7D 2952 opposite_sign
76689 5003 7B8C 7B7E 2953 opposite_sign
76690 5003 7B8D 7B7F 2954 opposite_sign
76691 5003 7B8E 7B80 2955 opposite_sign
76692 5003 7B8F 7B81 2956 opposite_sign
76693 5003 7B90 7B82 2957 opposite_sign
76694 5003 7B91 7B83 2958 opposite_sign
76695 5003 7B92 7B84 2959 opposite_sign
76696 5003 7B93 7B85 2960 opposite_sign
76697 5003 7B94 7B86 2961 opposite_sign
76698 5003 7B95 7B87 2962 opposite_sign
76699 5003 7B96 7B89 2963 opposite_sign
76700 5003 7B97 7B8A 2964 opposite_sign
76701 5003 7B98 7B8B 2965 opposite_sign
76702 5003 7B99 7B8C 2966 opposite_sign
76703 5003 7B9A 7B8D 2967 opposite_sign
76704 5003 7B9B 7B8E 2968 opposite_sign
76705 5003 7B9C 7B8F 2969 opposite_sign
76706 5003 7B9D 7B90 2970 opposite_sign
76707 5003 7B9E 7B91 2971 opposite_sign
76708 5003 7B9F 7B92 2972 opposite_sign
76709 5003 7BA0 7B93 2973 opposite_sign
76710 5003 7BA1 7B94 2974 opposite_sign
76711 5003 7BA2 7B95 2975 opposite_sign
76712 5003 7BA3 7B96 2976 opposite_sign
76713 5003 7BA4 7B97 2977 opposite_sign
76714 5003 7BA5 7B98 2978 opposite_sign
76715 5003 7BA6 7B99 2979 opposite_sign
76716 5003 7BA7 7B9A 2980 opposite_sign
76717 5003 7BA8 7B9B 2981 opposite_sign
76718 5003 7BA9 7B9C 2982 opposite_sign
76719 5003 7BAA 7B9D 2983 opposite_sign
76720 5003 7BAB 7B9E 2984 opposite_sign
76721 5003 7BAC 7B9F 2985 opposite_sign
76722 5003 7BAD 7BA0 2986 opposite_sign
76723 5003 7BAE 7BA1 2987 opposite_sign
76724 5003 7BAF 7BA2 2988 opposite_sign
76725 5003 7BB0 7BA3 2989 opposite_sign
76726 5003 7BB1 7BA4 2990 opposite_sign
76727 5003 7BB2 7BA5 2991 opposite_sign
76728 5003 7BB3 7BA6 2992 opposite_sign
76729 5003 7BB4 7BA7 2993 opposite_sign
76730 5003 7BB5 7BA8 2994 opposite_sign
76731 5003 7BB6 7BA9 2995 opposite_sign
76732 5003 7BB7 7BAA 2996 opposite_sign
76733 5003 7BB8 7BAB 2997 opposite_sign
76734 5003 7BB9 7BAC 2998 opposite_sign
76735 5003 7BBA 7BAD 2999 opposite_sign
76736 5003 7BBB 7BAE 3000 opposite_sign
76737 5003 7BBC 7BAF 3001 opposite_sign
76738 5003 7BBD 7BB0 3002 opposite_sign
76739 5003 7BBE 7BB1 3003 opposite_sign
76740 5003 7BBF 7BB2 3004 opposite_sign
76741 5003 7BC0 7BB3 3005 opposite_sign
76742 5003 7BC1 7BB4 3006 opposite_sign
76743 5003 7BC2 7BB5 3007 opposite_sign
76744 5003 7BC3 7BB6 3008 opposite_sign
76745 5003 7BC4 7BB7 3009 opposite_sign
76746 5003 7BC5 7BB8 3010 opposite_sign
76747 5003 7BC6 7BB9 3011 opposite_sign
76748 5003 7BC7 7BBA 3012 opposite_sign
76749 5003 7BC8 7BBB 3013 opposite_sign
76750 5003 7BC9 7BBC 3014 opposite_sign
76751 5003 7BCA 7BBD 3015 opposite_sign
76752 5003 7BCB 7BBE 3016 opposite_sign
76753 5003 7BCC 7BBF 3017 opposite_sign
76754 5003 7BCD 7BC0 3018 opposite_sign
76755 5003 7BCE 7BC1 3019 opposite_sign
76756 5003 7BCF 7BC3 3020 opposite_sign
76757 5003 7BD0 7BC4 3021 opposite_sign
76758 5003 7BD1 7BC5 3022 opposite_sign
76759 5003 7BD2 7BC6 3023 opposite_sign
76760 5003 7BD3 7BC7 3024 opposite_sign
76761 5003 7BD4 7BC8 3025 opposite_sign
76762 5003 7BD5 7BC9 3026 opposite_sign
76763 5003 7BD6 7BCA 3027 opposite_sign
76764 5003 7BD7 7BCB 3028 opposite_sign
76765 5003 7BD8 7BCC 3029 opposite_sign
76766 5003 7BD9 7BCD 3030 opposite_sign
76767 5003 7BDA 7BCE 3031 opposite_sign
76768 5003 7BDB 7BCF 3032 opposite_sign
76769 5003 7BDC 7BD0 3033 opposite_sign
76770 5003 7BDD 7BD1 3034 opposite_sign
76771 5003 7BDE 7BD2 3035 opposite_sign
76772 5003 7BDF 7BD3 3036 opposite_sign
76773 5003 7BE0 7BD4 3037 opposite_sign
76774 5003 7BE1 7BD5 3038 opposite_sign
76775 5003 7BE2 7BD6 3039 opposite_sign
76776 5003 7BE3 7BD7 3040 opposite_sign
76777 5003 7BE4 7BD8 3041 opposite_sign
76778 5003 7BE5 7BD9 3042 opposite_sign
76779 5003 7BE6 7BDA 3043 opposite_sign
76780 5003 7BE7 7BDB 3044 opposite_sign
76781 5003 7BE8 7BDC 3045 opposite_sign
76782 5003 7BE9 7BDD 3046 opposite_sign
76783 5003 7BEA 7BDE 3047 opposite_sign
76784 5003 7BEB 7BDF 3048 opposite_sign
76785 5003 7BEC 7BE0 3049 opposite_sign
76786 5003 7BED 7BE1 3050 opposite_sign
76787 5003 7BEE 7BE2 3051 opposite_sign
76788 5003 7BEF 7BE3 3052 opposite_sign
76789 5003 7BF0 7BE4 3053 opposite_sign
76790 5003 7BF1 7BE5 3054 opposite_sign
